amenity_id:ID(Amenity),name:string,category:string,latitude:float,longitude:float,street:string,address:string,operator:string,:LABEL
way/1036206960,Trường Trung học phổ thông Thanh Đa,school,10.8160023,106.7079023,Nguyễn Xí,"186, Nguyễn Xí",,Amenity;School
way/1036206962,Trường Trung học cơ sở Lê Văn Tám,school,10.8096181,106.708523,Chu Văn An,"107F, Chu Văn An, Bình Thạnh",,Amenity;School
way/1036206964,Trường Tiểu học Cửu Long,school,10.790085,106.714589,Hẻm 29 Phú Mỹ,Bình Thạnh,,Amenity;School
way/1036206965,Trường Trung học cơ sở Cửu Long,school,10.7915357,106.7147342,Võ Duy Ninh,"2, Võ Duy Ninh",,Amenity;School
way/1037121097,Công viên Thanh Đa,park,10.8164816,106.7221217,,,,Amenity;Park
way/1037121101,Trường Trung học cơ sở Thanh Đa,school,10.8133981,106.7199647,Hẻm 1/40 Thanh Đa,"1/40, Hẻm 1/40 Thanh Đa",,Amenity;School
way/1037121102,Trường Tiểu học Tầm Vu,school,10.8142894,106.7162025,Hẻm 801/13 Xô viết Nghệ Tĩnh,Bình Thạnh,,Amenity;School
way/1037121114,Trường Tiểu học Lam Sơn,school,10.8504682,106.6522693,Đường 59,"1, Đường 59, Gò Vấp, Phường 14",,Amenity;School
way/1037121116,Trường Trung học phổ thông Tây Thạnh,school,10.8141075,106.6219541,Đường C2,"27, Đường C2",,Amenity;School
way/1042557782,Trường Mầm Non Tây Úc,school,10.7901945,106.7172595,Hẻm 144 Võ Duy Ninh,,,Amenity;School
way/1042789338,Trường Tiểu học Phan Đình Phùng,school,10.7689477,106.6820953,Hẻm 491 Nguyễn Ðình Chiểu,"491/7, Hẻm 491 Nguyễn Ðình Chiểu",,Amenity;School
way/1042789340,Trường Tiểu học Nguyễn Sơn Hà,school,10.7702228,106.6814544,Cao Thắng,"55A, Cao Thắng",,Amenity;School
way/1042905823,Co.opmart Hậu Giang,supermarket,10.7502551,106.6430716,Hậu Giang,"188, Hậu Giang, Quận 6, Phường 6",,Amenity;Supermarket
way/1043641918,Trường Tiểu Học Dân Lập Quốc Tế Việt Úc,school,10.7969374,106.6922212,Đường số 11,,,Amenity;School
way/1046738759,Trường Cao Đằng Viễn Đông,college_university,10.8517222,106.6281128,,,,Amenity;CollegeUniversity
way/1047665459,Trường Trung học cơ sở Hiệp Phước,school,10.6043076,106.7401543,Nguyễn Văn Tạo,"1154, Nguyễn Văn Tạo",,Amenity;School
way/1056572948,Công viên Bến Bạch Đằng,park,10.7782279,106.7076346,Nhánh N1,,,Amenity;Park
way/1057874323,Trường Đại học Công nghệ Thành phố Hồ Chí Minh (cơ sở Ung Văn Khiêm),college_university,10.8094852,106.7150377,Hẻm 31 Ung Văn Khiêm,"36, Hẻm 31 Ung Văn Khiêm",,Amenity;CollegeUniversity
way/1057874326,Trường Đại học Gia Định,college_university,10.799379,106.6739503,Hoàng Văn Thụ,"185-187, Hoàng Văn Thụ",,Amenity;CollegeUniversity
way/1057874333,Trường Đại học Gia Định (cơ sở Nguyễn Kiệm),college_university,10.8173653,106.6775389,Hẻm 477 Nguyễn Văn Công,,,Amenity;CollegeUniversity
way/1059566391,Trường Cao đẳng Nova,college_university,10.8370112,106.6811688,Đường Lê Đức Thọ,"194, Đường Lê Đức Thọ",,Amenity;CollegeUniversity
way/1059566394,Trường Đại học Sài Gòn – cơ sở 1,college_university,10.7791512,106.6841304,Bà Huyện Thanh Quan,"105, Bà Huyện Thanh Quan, Xuân Hòa, Ho Chi Minh City",Ủy ban nhân dân Thành phố Hồ Chí Minh,Amenity;CollegeUniversity
way/1060249549,Trường Trung học phổ thông An Mỹ,school,11.016363,106.6820333,,,,Amenity;School
way/1060249550,Trường Trung học phổ thông Bàu Bàng,school,11.2497097,106.634516,,,,Amenity;School
way/1060402842,Trường Trung học phổ thông Thái Hoà,school,10.9764449,106.7581369,Đường Trần Công An,,,Amenity;School
way/1066900815,Phân hiệu trường Cao đẳng Lương thực - Thực phẩm tại Thành phố Hồ Chí Minh,college_university,10.7199346,106.6317014,Đường Lưu Hữu Phước,"296, Đường Lưu Hữu Phước",,Amenity;CollegeUniversity
way/1067541911,Trường Tiểu học Tân Long,school,11.3266701,106.6752016,Đường tỉnh 741C,,,Amenity;School
way/1067886712,Trường Tiểu học Trần Phú,school,10.9759306,106.6627989,Đường N10,,,Amenity;School
way/1078097938,Công viên công cộng Ventura,park,10.7704165,106.7897236,Đường Số 40 - CL,"Đường Số 40 - CL, Thủ Đức",Kiến Á,Amenity;Park
way/1078519146,Phân hiệu Học viện Hành chính và Quản trị công tại Thành phố Hồ Chí Minh,college_university,10.7734741,106.6761986,,,,Amenity;CollegeUniversity
way/1084373313,Công viên Văn hóa Gò Vấp,park,10.8431008,106.6852889,,,,Amenity;Park
way/1084373316,Chợ Nhị Bình,market,10.9108084,106.6837212,Đường Bùi Công Trừng,"Đường Bùi Công Trừng, Hóc Môn",,Amenity;Market
way/1084373317,Công viên Thị trấn Hóc Môn,park,10.8889281,106.5958322,Trần Bình Trọng,Hóc Môn,,Amenity;Park
way/1084373320,Chợ Ngã Ba Bầu,market,10.8701702,106.6154551,Đường Tô Ký,"Đường Tô Ký, Quận 12",,Amenity;Market
way/1084373321,Trường Tiểu học Tây Bắc Lân,school,10.8466629,106.6044433,,,,Amenity;School
way/1084609765,Trường Đại học An ninh Nhân dân,college_university,10.8723543,106.8052551,Xa lộ Hà Nội,Xa lộ Hà Nội,Bộ Công an Việt Nam,Amenity;CollegeUniversity
way/1085083093,Trường Cao đẳng Sư phạm Trung ương Thành phố Hồ Chí Minh,college_university,10.7607504,106.6705309,Nguyễn Duy Dương,,,Amenity;CollegeUniversity
way/1085246193,Bệnh viện Quân y 7A,hospital,10.7557703,106.6707327,,,,Amenity;Hospital
way/1085954986,Trường Đại học Công Thương Thành phố Hồ Chí Minh (cơ sở 2),college_university,10.8031678,106.6335602,Tân Kỳ Tân Quý,"93, Tân Kỳ Tân Quý",,Amenity;CollegeUniversity
way/1085954987,Trường Đại học Sư phạm Thành phố Hồ Chí Minh (cơ sở 2),college_university,10.7868154,106.6809856,Lê Văn Sỹ,"222, Lê Văn Sỹ",,Amenity;CollegeUniversity
way/1085962648,Trường Đại học Công Thương Thành phố Hồ Chí Minh (cơ sở 3),college_university,10.809005,106.6297991,Đường Phạm Ngọc Thảo,,,Amenity;CollegeUniversity
way/1085962652,Trường Đại học Công Thương Thành phố Hồ Chí Minh (cơ sở 5),college_university,10.8119305,106.6317494,Chế Lan Viên,"31, Chế Lan Viên",,Amenity;CollegeUniversity
way/1085962671,Trường Đại học Mở Thành phố Hồ Chí Minh,college_university,10.7611092,106.6922405,,,,Amenity;CollegeUniversity
way/1087112789,Trường Trung học cơ sở Khánh Bình,school,10.7425032,106.6844616,Âu Dương Lân,"314B, Âu Dương Lân",,Amenity;School
way/1087117538,Bệnh viện Tai Mũi Họng Thành phố Hồ Chí Minh,hospital,10.7843261,106.683944,Đường Trần Quốc Thảo,"153-155-157, Đường Trần Quốc Thảo",,Amenity;Hospital
way/1087117557,Bệnh viện Từ Dũ (khu M),hospital,10.7678651,106.6847646,Cống Quỳnh,"227, Cống Quỳnh",,Amenity;Hospital
way/1087240206,Bệnh viện Y học cổ truyền Thành phố Hồ Chí Minh,hospital,10.7855497,106.6878673,Đường Nam Kỳ Khởi Nghĩa,"179-187, Đường Nam Kỳ Khởi Nghĩa",,Amenity;Hospital
way/1087240207,Trường Tiểu học Nguyễn Thanh Tuyền,school,10.7857037,106.6878774,Đường Nam Kỳ Khởi Nghĩa,"183, Đường Nam Kỳ Khởi Nghĩa",,Amenity;School
way/1087513290,Hoc viện Quân y - Phân hiệu phía Nam,college_university,10.7728706,106.6654717,Đường Thành Thái,"84, Đường Thành Thái",,Amenity;CollegeUniversity
way/1087513306,Học viện Hàng không Việt Nam,college_university,10.7972606,106.6739765,Nguyễn Trọng Tuyển,,,Amenity;CollegeUniversity
way/1087513311,Trường Tiểu học Đặng Văn Ngữ,school,10.7946843,106.6702083,Hẻm 33 Đặng Văn Ngữ,,,Amenity;School
way/1087651865,Bệnh viện Đa khoa Gò Vấp,hospital,10.8345835,106.661529,Đường Quang Trung,"641, Đường Quang Trung",,Amenity;Hospital
way/1087651874,Trường Tiểu học Chi Lăng,school,10.8344819,106.6600874,Hẻm 645 Quang Trung,,,Amenity;School
way/1087935624,Bệnh viện Đa khoa Nhà Bè,hospital,10.7042622,106.7052895,,,,Amenity;Hospital
way/1091537224,Trường Trung học cơ sở Tô Ngọc Vân,school,10.8918834,106.682996,,,,Amenity;School
way/1095415351,Trường Trung Tiểu học Marie Curie,school,11.0130209,106.6394183,Nguyễn Chí Thanh,"178, Nguyễn Chí Thanh",,Amenity;School
way/1098298110,Đại học Kinh tế Thành phố Hồ Chí Minh (cơ sở Nguyễn Văn Linh),college_university,10.7060507,106.6405388,,,,Amenity;CollegeUniversity
way/1098416306,Bệnh viện Dã chiến Bình Chánh,hospital,10.7200864,106.6598189,,,,Amenity;Hospital
way/1110478802,Trường Tiểu học Lê Quý Đôn,school,10.7049626,106.6463238,Đường số 5,"Đường số 5, Bình Chánh, Hồ Chí Minh",,Amenity;School
way/1115310286,Trường Tiểu học Hiệp Phú - Cơ Sở 2,school,10.84563,106.7845449,Đường số 265,,,Amenity;School
way/1115566351,Vincom Mega Mall,mall,10.8433729,106.8428377,,,,Amenity;Mall
way/112319460,COOP Mart Food,supermarket,10.7988815,106.7439458,,,,Amenity;Supermarket
way/1125397333,Trường Cao đẳng Kinh tế - Kỹ thuật Thành phố Hồ Chí Minh (cơ sở 2),college_university,10.6703069,106.7343578,,,,Amenity;CollegeUniversity
way/1125792005,Chợ Tân Trụ,market,10.8188508,106.6346129,Hẻm 93 Trần Thái Tông,,,Amenity;Market
way/1137249771,Bệnh viên Quân y 4,hospital,10.8895125,106.741575,,,,Amenity;Hospital
way/1137989915,Công viên Rạch Tra,park,10.916182,106.6482304,Đường Đặng Thúc Vịnh,"Đường Đặng Thúc Vịnh, Hóc Môn",,Amenity;Park
way/1138068422,Trường Cao đẳng Mỹ thuật Bình Dương,college_university,10.9818037,106.6489688,,Thủ Dầu Một,,Amenity;CollegeUniversity
way/1144380308,Trường Trung học cơ sở Đông Chiêu,school,10.9181758,106.7639358,,,,Amenity;School
way/1144380319,Công Viên Rạp Hát Dĩ An,park,10.9059723,106.7687148,,,,Amenity;Park
way/1144380335,TT Giáo Dục Nghề Nghiệp - Giáo Dục Thường Xuyên Thành phố Dĩ An,school,10.9062629,106.7674587,,,,Amenity;School
way/1145090864,Công Viên Icon Central,park,10.9332912,106.7487941,,,,Amenity;Park
way/1146848542,Trường Quân sự Quân đoàn 4,school,10.9038836,106.7365158,Nguyễn Công Hồng,,,Amenity;School
way/1149374215,Co.opmart Thắng Lợi,supermarket,10.8181791,106.6307157,Trường Chinh,"Trường Chinh, Quận Tân Phú",,Amenity;Supermarket
way/1152214346,Pico Plaza,mall,10.800754,106.6532198,Cộng Hoà,"20, Cộng Hoà",,Amenity;Mall
way/1152346890,Trường Quốc tế Bắc Mỹ,school,10.730763,106.6876981,Đường số 20,Đường số 20,,Amenity;School
way/1152451319,Botanica Premier Residential Park,park,10.8100665,106.669317,,,,Amenity;Park
way/1152671745,Trường Trung học cơ sở Tân Bình,school,10.7888515,106.6600866,Đường Cách Mạng Tháng 8,"873, Đường Cách Mạng Tháng 8",,Amenity;School
way/1152682536,Học viện Kỹ thuật Mật mã,school,10.8007184,106.657156,Đường Cộng Hoà,"17A, Đường Cộng Hoà",,Amenity;School
way/1152716049,Trường Trung học cơ sở Bàn Cờ,school,10.7729241,106.6821136,Ðường Số 3,"16, Ðường Số 3, Quận 3, Thành phố Hồ Chí Minh",,Amenity;School
way/1155255432,Bệnh Viện Đa Khoa Quốc Tế Nam Sài Gòn,hospital,10.7361021,106.6908392,Đường Số 8,"88, Đường Số 8, Bình Chánh, Ho Chi Minh City",,Amenity;Hospital
way/1157248742,Bệnh viện Phương Nam,hospital,10.7344138,106.7177492,Nguyễn Lương Bằng,"2, Nguyễn Lương Bằng, Quận 7, Thành phố Hồ Chí Minh",,Amenity;Hospital
way/1157449244,The ABC International School,school,10.7211434,106.7049955,,2,,Amenity;School
way/1158889693,Nhà Sách Basao Stationery,supermarket,10.7905844,106.7115926,Đường Trần Quang Long,"14, Đường Trần Quang Long, Bình Thạnh, Ho Chi Minh City",Nhà Sách Basao,Amenity;Supermarket
way/1159204529,Trường Tiểu học Đinh Bộ Lĩnh,school,10.7349987,106.7194475,Đường Số 9,"1, Đường Số 9, Quận 7, Thành phố Hồ Chí Minh",,Amenity;School
way/1162981728,Ga Bến Thành,metro,10.7709487,106.697883,Trần Hưng Đạo,,Ban Quản lý Đường sắt đô thị Thành phố Hồ Chí Minh,Amenity;MetroStation
way/1162989826,Ga Nhà Hát Thành Phố,metro,10.775303,106.7020679,Nguyễn Huệ,,Ban Quản lý Đường sắt đô thị Thành phố Hồ Chí Minh,Amenity;MetroStation
way/1163010587,Ga Ba Son,metro,10.7817906,106.7083401,,,Ban Quản lý Đường sắt đô thị Thành phố Hồ Chí Minh,Amenity;MetroStation
way/1169321000,Đại học Kinh tế Thành phố Hồ Chí Minh - cơ sở D,college_university,10.7918644,106.6884187,Đường Trần Quang Khải,"196, Đường Trần Quang Khải",,Amenity;CollegeUniversity
way/1169321002,Đại học Kinh tế Thành phố Hồ Chí Minh - Cơ sở H,college_university,10.7960908,106.6722924,Hoàng Diệu,"1A, Hoàng Diệu",,Amenity;CollegeUniversity
way/1169331602,Trường Đại học Luật Thành phố Hồ Chí Minh,college_university,10.7674479,106.7054623,Đường Nguyễn Tất Thành,"2, Đường Nguyễn Tất Thành",,Amenity;CollegeUniversity
way/1171213040,Trường Song ngữ Quốc tế EMASI,school,10.8425443,106.7132582,Đường 5,"2, Đường 5",,Amenity;School
way/118938742,Trường Trung học cơ sở Trần Phú,school,10.36175,107.0818603,Nguyễn Thái Học,"4, Nguyễn Thái Học",,Amenity;School
way/118950663,Công viên Đại An,park,10.3768096,107.0876886,Ông Ích Đường,,,Amenity;Park
way/1190725793,Trung tâm Giáo dục nghề nghiệp-Giáo dục thường xuyên thành phố Thủ Đức (cơ sở 2),school,10.8398321,106.7811619,Đường Đình Phong Phú,Đường Đình Phong Phú,,Amenity;School
way/1195551387,Aeon SORA Gardens SC,mall,11.0452353,106.6788115,Ngô Thời Nhiệm,,,Amenity;Mall
way/1207645816,Trường Tiểu học Cầu Kiệu,school,10.7964408,106.6819952,Hẻm 224/11 Phan Đình Phùng,,,Amenity;School
way/1210893292,Trường Tiểu Học Phan Chu Trinh- Cơ Sở 2,school,10.8479385,106.6619726,Hẻm 535/59/2 Thống Nhất,,,Amenity;School
way/1211031817,Công viên Chung cư Lý Chiêu Hoàng,park,10.736477,106.6189449,Đường Số 2,"Bình Tân, Phường An Lạc",,Amenity;Park
way/1211625239,Công viên Tecco Town,park,10.7542427,106.5843813,,"Bình Tân, Phường Tân Tạo A",,Amenity;Park
way/1211625249,Trường Trung học cơ sở Tân Tạo A,school,10.755357,106.5847212,,4449/8,,Amenity;School
way/1212006787,Trường Cao đẳng Kinh tế đối ngoại,college_university,10.7547919,106.6815035,Đường Trần Bình Trọng,"81, Đường Trần Bình Trọng, Quận 5, Phường 1",,Amenity;CollegeUniversity
way/1212006805,Trường Tiểu học Bàu Sen,school,10.758456,106.6789344,Đường Nguyễn Trãi,"106, Đường Nguyễn Trãi, Quận 5, Phường 3",,Amenity;School
way/1212070992,Trường Tiểu học Tân Tạo A,school,10.7537039,106.5899194,Bờ Tuyến,,,Amenity;School
way/1213393846,Trường Tiểu học-Trung học cơ sở Hồng Ngọc,school,10.7839881,106.6404867,Đường Kênh Tân Hoá,"529, Đường Kênh Tân Hoá",,Amenity;School
way/1214094908,Co.opmart SCA Phạm Văn Chiêu,supermarket,10.8511342,106.653551,Đường Phạm Văn Chiêu,"359, Đường Phạm Văn Chiêu, Gò Vấp, Phường 14",,Amenity;Supermarket
way/1214273251,Công viên trung tâm HCA,park,10.8125677,106.7025268,Chu Văn An,"Chu Văn An, Bình Thạnh, Phường 12",,Amenity;Park
way/1215418781,Trường Tiểu học Hàm Tử,school,10.7528516,106.6803371,Đường Võ Văn Kiệt,"750-752, Đường Võ Văn Kiệt, Quận 5, Phường 1",,Amenity;School
way/1215418798,Trường Tiểu học Huỳnh Kiến Hoa,school,10.751188,106.6713912,Đường Nguyễn Văn Đừng,"16, Đường Nguyễn Văn Đừng, Quận 5, Phường 6",,Amenity;School
way/1215596719,Trường Tiểu học An Phú,school,10.7860816,106.7524525,Đường Số 3,"2, Đường Số 3, Thủ Đức, Phường An Phú",,Amenity;School
way/1216840368,Trường Trung học cơ sở Cầu Kiệu,school,10.7992289,106.6916483,Hoa Sữa,"32, Hoa Sữa",,Amenity;School
way/1216845867,Công viên Bàu Cát 3,park,10.7936152,106.6412964,,,,Amenity;Park
way/1216969521,Trường Tiểu học Nguyễn Nhược Thị,school,10.7302153,106.6340571,,"Quận 8, Phường 15",,Amenity;School
way/1217731200,Công viên Vườn Lài,park,10.7716406,106.6710042,Hẻm 781 Lê Hồng Phong,,,Amenity;Park
way/1218075300,Công viên Đảo Nhật Bản,park,10.7138256,106.6630317,,,,Amenity;Park
way/1221231568,Trường Đại học Hoa Sen - Cơ sở Thành Thái,college_university,10.7692351,106.66484,Hẻm 7 Thành Thái,"7/1, Hẻm 7 Thành Thái, Quận 10, Phường 14",,Amenity;CollegeUniversity
way/1221493476,Công viên KDC Thành Ủy,park,10.8230928,106.7199528,Đường Số 2,"Thủ Đức, Phường Hiệp Bình Chánh",,Amenity;Park
way/1221686017,Co.op Food KDC Thanh Niên,supermarket,10.8472248,106.7231871,Đường Số 2,"1, Đường Số 2, Thủ Đức, Phường Hiệp Bình Phước",,Amenity;Supermarket
way/1222146845,"Trường Tiểu học - Trung học cơ sở Pathway Tuệ Đức - Cơ sở 111 Lương Định Của, Thành phố Thủ Đức",school,10.7875193,106.7328282,Lương Định Của,"111, Lương Định Của",,Amenity;School
way/1222156786,"Trường Tiểu học - Trung học cơ sở Pathway Tuệ Đức - Cơ sở Nguyễn Thị Định, Thành phố Thủ Đức",school,10.7763222,106.7655684,Đường Nguyễn Thị Định,"644, Đường Nguyễn Thị Định",,Amenity;School
way/1222172270,"Trường Mầm Non Pathway Tuệ Đức - Cơ sở Fuji Nam Long, Thành phố Thủ Đức",school,10.8129671,106.784509,Đường D1,"1, Đường D1, Thành phố Thủ Đức",,Amenity;School
way/1222172972,"Trường Mầm non Pathway Tuệ Đức - Cơ sở Đoàn Kết, Thành phố Thủ Đức",school,10.845086,106.7677355,Đoàn Kết,"4, Đoàn Kết, Quận 9, Thành phố Thủ Đức",,Amenity;School
way/1223354351,Trường liên cấp VinSchool,school,10.8376499,106.8424088,Đường V3,,,Amenity;School
way/1224027738,Công viên Mahattan,park,10.8371941,106.8443601,Đường V3,,,Amenity;Park
way/1225122778,Trường Tiểu học Bùi Minh Trực,school,10.7322956,106.6444228,Đường Phạm Thế Hiển,"2225, Đường Phạm Thế Hiển, Quận 8, Phường 6",,Amenity;School
way/1225163273,Trường Tiểu học Bình Giã,school,10.793158,106.6616226,Hẻm 154 Phạm Văn Hai,,,Amenity;School
way/1225233359,Trường Tiểu học Trần Văn Đang,school,10.7861563,106.6721588,Hẻm 205/39 Trần Văn Ðang,"205/39/15, Hẻm 205/39 Trần Văn Ðang, Quận 3, Phường 11",,Amenity;School
way/1226242835,Trường Trung học cơ sở Bình Chánh,school,10.663143,106.5646329,Nguyễn Thị Dững,,,Amenity;School
way/1226249015,Trường Trung học cơ sở Vĩnh Lộc B,school,10.7963525,106.5671247,,,,Amenity;School
way/1226407584,Trường Tiểu học Cầu Xáng,school,10.7873562,106.5170013,Đường Lô 2 Ấp 1,,,Amenity;School
way/1226429661,Trường Tiểu học Lại Hùng Cường,school,10.7934289,106.5776771,,,,Amenity;School
way/1226444989,Trường Tiểu học Nguyễn Văn Trân,school,10.6700348,106.6494215,Hẻm D14 QL50,Xã Đa Phước,,Amenity;School
way/1226544220,Trường Tiểu Học Tân Nhựt 6,school,10.6954785,106.5789598,Đường Tân Long,,,Amenity;School
way/1226551067,Trường Tiểu học Tân Quý Tây 3,school,10.6684049,106.5893219,Đoàn Nguyễn Tuấn,,,Amenity;School
way/1226734708,Parc Mall,mall,10.7407319,106.679143,Tạ Quang Bửu,"547-549, Tạ Quang Bửu, 8",,Amenity;Mall
way/1228058612,Bệnh viện Tâm thần - Cơ sở Lê Minh Xuân,hospital,10.7693286,106.5458486,,"F4/12, Bình Chánh, Xã Lê Minh Xuân",,Amenity;Hospital
way/1229027471,Công viên Đông Thủ Thiêm,park,10.7911461,106.7775017,Đường Số 56,Thành phố Thủ Đức,,Amenity;Park
way/1229027637,Công viên Mười Mẫu,park,10.7890748,106.7748263,,,,Amenity;Park
way/1229205054,"Trường Mầm non Pathway Tuệ Đức - Cơ sở Lê Thị Riêng, Quận 12",school,10.8646643,106.6532331,Lê Thị Riêng,"3/12, Lê Thị Riêng, Quận 12, Hồ Chí Minh",,Amenity;School
way/1229206190,"Trường Tiểu học Pathway Tuệ Đức - Cơ sở Hà Huy Giáp, Quận 12",school,10.851919,106.679373,Hà Huy Giáp,"6, Hà Huy Giáp, Gò Vấp, Hồ Chí Minh",,Amenity;School
way/1229207931,"Trường Trung học cơ sở - Trung học phổ thông Pathway Tuệ Đức - Cơ sở Nguyễn Sỹ Sách, Quận Tân Bình",school,10.820993,106.635267,Hẻm 75 Nguyễn Sỹ Sách,"75/18, Hẻm 75 Nguyễn Sỹ Sách",,Amenity;School
way/1229209736,"Trường Mầm non Pathway Tuệ Đức - Cơ sở Nguyễn Đình Chiểu, Quận 3",school,10.7829604,106.6937983,Nguyễn Đình Chiểu,"144, Nguyễn Đình Chiểu, Quận 3, Ho Chi Minh City",,Amenity;School
way/1230057968,Bệnh viện Đa khoa Tâm Anh,hospital,10.8024122,106.6662942,,,,Amenity;Hospital
way/1231083246,Trường Đại học Nghệ thuật Quân đội,college_university,10.8023892,106.6565302,Hẻm 42 Đường Cộng Hòa,,,Amenity;CollegeUniversity
way/1231083253,Trường Trung học cơ sở & Trung học phổ thông Nguyễn Khuyến,school,10.8018639,106.6570175,,,,Amenity;School
way/1231430443,Trường Trung học cơ sở & Trung học phổ thông Thái Bình,school,10.7969175,106.6511033,Đường Trương Hoàng Thanh,,,Amenity;School
way/1234026253,Chợ Hoàng Hoa Thám,market,10.798381,106.6467325,Hẻm 17 Đường Hoàng Hoa Thám,,,Amenity;Market
way/1234106561,Trường Tiểu học Thân Nhân Trung,school,10.8062502,106.6403801,Nguyễn Đức Thuận,"83, Nguyễn Đức Thuận, Tân Bình, Thành phố Hồ Chí Minh",,Amenity;School
way/1234447706,Trường Trung học cơ sở Võ Văn Tần - CS2,school,10.7887517,106.6451573,Phan Sào Nam,,,Amenity;School
way/1235185418,Trường Trung học cơ sở Thoại Ngọc Hầu,school,10.7819912,106.6413183,Hẻm 32 Huỳnh Văn Chính,,,Amenity;School
way/1235185419,Trường Đại học Văn Hiến,college_university,10.7842541,106.6414165,Hẻm 603 Âu Cơ,,,Amenity;CollegeUniversity
way/1235472345,Trường Tiểu học Nguyễn Khuyến,school,10.79324,106.6473536,,,,Amenity;School
way/1235472351,Trường Trung học cơ sở Ngô Quyền,school,10.7943992,106.649234,Trường Chinh,"97, Trường Chinh",,Amenity;School
way/1235472355,Trường Tiểu học Cách Mạng Tháng Tám CS1,school,10.7940016,106.6507721,,,,Amenity;School
way/1236781075,Trường Tiểu học Lạc Long Quân,school,10.7864413,106.6508049,Hẻm 947 Lạc Long Quân,,,Amenity;School
way/1237558766,Trường Tiểu học Bình Hưng Hòa,school,10.8152174,106.6031618,Hẻm 163 Phạm Đăng Giảng,,,Amenity;School
way/1241980323,Bệnh viện Quốc tế Mỹ AIH,hospital,10.79377,106.7468051,Nguyễn Hoàng,"199, Nguyễn Hoàng, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",,Amenity;Hospital
way/1245309448,Trường Tiểu học Bình Lợi,school,10.7635186,106.4946717,Vườn Thơm,"Vườn Thơm, Bình Chánh",,Amenity;School
way/1252174959,Tượng đài Chiến thắng Bàu Bàng,park,11.2732226,106.6356172,Đường tỉnh 741C,,,Amenity;Park
way/1252174964,Trường Trung học Cơ sở Lai Uyên,school,11.274408,106.6351784,Quốc lộ 13,,Phòng Giáo dục và Đào tạo Huyện Bàu Bàng,Amenity;School
way/125294543,Bệnh viện Quân y 175,hospital,10.8184252,106.6808112,Nguyễn Kiệm,"786, Nguyễn Kiệm, Quận Gò Vấp, Tp. Hồ Chí Minh",Bộ Quốc phòng,Amenity;Hospital
way/125591144,Trường Trung học phổ thông Phú Nhuận,school,10.809478,106.6758254,Hoàng Minh Giám,"5, Hoàng Minh Giám",,Amenity;School
way/125591145,Trường Tiểu Học Hồ Văn Huê,school,10.8085407,106.6742964,Hoàng Minh Giám,"9, Hoàng Minh Giám, Phú Nhuận",,Amenity;School
way/1261863635,Công viên Sáng Tạo,park,10.7636806,106.7485745,,,,Amenity;Park
way/1264017467,Pathway Academy - Cơ sở Thạnh Mỹ Lợi,school,10.7649412,106.7579976,Đường số 92-TML,"2, Đường số 92-TML, Thành phố Thủ Đức",Pathway Academy,Amenity;School
way/1264019672,"Trường Trung học cơ sở - Trung học phổ thông Pathway Tuệ Đức - Cơ sở Đỗ Xuân Hợp, Thủ Đức",school,10.8144324,106.7740114,Đường Số 9,"1, Đường Số 9",,Amenity;School
way/1271043475,Trường Cao Đẳng Sư Phạm Trung Ương Thành phố Hồ Chí Minh,college_university,10.8056408,106.7826662,,,,Amenity;CollegeUniversity
way/1271043476,Công Viên Kiến Á Q9,park,10.8043501,106.7830762,,,,Amenity;Park
way/1271675753,Trường Trung học cơ sở Nguyễn Văn Trỗi,school,10.7895995,106.7728713,,,,Amenity;School
way/127299413,Bệnh viện Nhân dân Gia Định,hospital,10.8039083,106.6941137,Phan Đăng Lưu,"Phan Đăng Lưu, Bình Thạnh",,Amenity;Hospital
way/127299415,Bệnh Viện Quốc Tế Columbia Asia,hospital,10.8032232,106.6945681,Đường Nơ Trang Long,"1, Đường Nơ Trang Long, Bình Thạnh",,Amenity;Hospital
way/127299421,Trường Trung học phổ thông Hoàng Hoa Thám,school,10.8041648,106.6928537,Hoàng Hoa Thám,"6, Hoàng Hoa Thám, Bình Thạnh",,Amenity;School
way/127299459,Trường Trung học cơ sở Độc Lập,school,10.8060739,106.6820518,Hẻm 92 Thích Quảng Đức,,,Amenity;School
way/1293018232,Trường Quốc tế Việt Úc - Cơ sở Riverside,school,10.7368534,106.7267846,Đường số 2,,,Amenity;School
way/1293018233,Trường Quốc tế Việt Úc - Cơ sở Sala,school,10.7738857,106.7294009,,,,Amenity;School
way/1293072081,Trường Trung học phổ thông Bà Điểm,school,10.8517411,106.5999582,,,,Amenity;School
way/1293621912,Trường Trung học phổ thông Quang Trung,school,11.0028653,106.4248917,,,,Amenity;School
way/1295638394,Trường Tiểu học Trần Khánh Dư,school,10.7948471,106.6917371,Hoàng Sa,"181, Hoàng Sa",,Amenity;School
way/1295638395,Trường Tiểu học Đuốc Sống,school,10.7903754,106.6919004,Ðinh Công Tráng,"2, Ðinh Công Tráng",,Amenity;School
way/1295735902,Trường Tiểu học Nguyễn Huệ,school,10.7708629,106.6909837,Lê Thị Riêng,"93-95A, Lê Thị Riêng",,Amenity;School
way/1295735911,Trường Tiểu học Trần Quang Khải (cơ sở 1),school,10.7932414,106.6933558,Trần Nguyên Đán,"33, Trần Nguyên Đán",,Amenity;School
