interaction_id,result_set_id,user_id,session_id,listing_id,rank_position,action_type,timestamp,dwell_time_seconds,source,implicit_score,is_bounce
evt_200809,rs_300403,usr_1164,sess_1164_1,45090623,2,view,2026-01-08T21:36:03Z,71,search_bar,0.823,False
evt_200248,rs_300127,usr_1049,sess_1049_0,45223742,1,view,2026-01-08T23:25:58Z,278,ai_recommendation,1.0,False
evt_200464,rs_300235,usr_1094,sess_1094_0,45210079,1,view,2026-01-08T23:58:45Z,61,ai_recommendation,0.794,False
evt_200463,rs_300235,usr_1094,sess_1094_0,45160107,0,view,2026-01-08T23:59:43Z,52,ai_recommendation,0.764,False
evt_200334,rs_300170,usr_1067,sess_1067_1,44870935,1,view,2026-01-09T04:31:49Z,32,ai_recommendation,0.673,False
evt_200127,rs_300063,usr_1024,sess_1024_0,45257289,1,view,2026-01-09T05:07:06Z,278,ai_recommendation,1.0,False
evt_200126,rs_300063,usr_1024,sess_1024_0,44785182,0,save,2026-01-09T05:13:48Z,169,ai_recommendation,2.964,False
evt_200128,rs_300063,usr_1024,sess_1024_0,45265733,2,save,2026-01-09T05:16:48Z,46,homepage,2.222,False
evt_200008,rs_300004,usr_1002,sess_1002_1,45235201,0,save,2026-01-09T17:20:34Z,139,related_items,2.852,False
evt_200640,rs_300324,usr_1132,sess_1132_1,44807125,0,save,2026-01-09T18:23:09Z,16,homepage,1.635,False
evt_200641,rs_300324,usr_1132,sess_1132_1,44345057,1,view,2026-01-09T18:28:59Z,3,ai_recommendation,0.267,True
evt_200022,rs_300012,usr_1005,sess_1005_0,44988313,0,save,2026-01-10T04:23:41Z,22,ai_recommendation,1.809,False
evt_200024,rs_300012,usr_1005,sess_1005_0,43589492,2,view,2026-01-10T04:28:55Z,200,search_bar,1.0,False
evt_200023,rs_300012,usr_1005,sess_1005_0,44740670,1,view,2026-01-10T04:29:51Z,69,ai_recommendation,0.817,False
evt_200053,rs_300027,usr_1010,sess_1010_0,45019830,1,view,2026-01-10T07:22:26Z,49,search_bar,0.753,False
evt_200052,rs_300027,usr_1010,sess_1010_0,44766282,0,save,2026-01-10T07:29:35Z,89,ai_recommendation,2.597,False
evt_200133,rs_300066,usr_1025,sess_1025_0,44945779,0,contact,2026-01-10T09:20:12Z,37,search_bar,3.499,False
evt_200134,rs_300066,usr_1025,sess_1025_0,43821501,1,view,2026-01-10T09:27:01Z,100,related_items,0.888,False
evt_200393,rs_300199,usr_1080,sess_1080_1,44775919,1,view,2026-01-10T15:12:56Z,10,ai_recommendation,0.461,False
evt_200604,rs_300306,usr_1124,sess_1124_0,44893724,2,view,2026-01-10T16:24:04Z,47,search_bar,0.745,False
evt_200603,rs_300306,usr_1124,sess_1124_0,43220620,0,save,2026-01-10T16:25:02Z,65,search_bar,2.418,False
evt_200692,rs_300353,usr_1144,sess_1144_0,45196346,1,contact,2026-01-10T18:49:48Z,79,ai_recommendation,4.215,False
evt_200693,rs_300353,usr_1144,sess_1144_0,45111637,2,view,2026-01-10T18:56:30Z,151,search_bar,0.966,False
evt_200114,rs_300057,usr_1022,sess_1022_1,44200919,2,view,2026-01-10T23:05:10Z,54,ai_recommendation,0.771,False
evt_200113,rs_300057,usr_1022,sess_1022_1,43821501,1,view,2026-01-10T23:08:18Z,21,ai_recommendation,0.595,False
evt_200891,rs_300445,usr_1182,sess_1182_0,43493098,1,contact,2026-01-12T07:57:13Z,63,ai_recommendation,4.0,False
evt_200267,rs_300139,usr_1054,sess_1054_1,44077565,0,save,2026-01-12T13:08:52Z,32,ai_recommendation,2.018,False
evt_200269,rs_300139,usr_1054,sess_1054_1,45032480,2,share,2026-01-12T13:11:23Z,28,homepage,2.591,False
evt_200268,rs_300139,usr_1054,sess_1054_1,44073845,1,save,2026-01-12T13:17:21Z,25,ai_recommendation,1.88,False
evt_200294,rs_300150,usr_1059,sess_1059_0,45063282,1,view,2026-01-12T16:28:04Z,36,search_bar,0.695,False
evt_200295,rs_300150,usr_1059,sess_1059_0,44466821,2,view,2026-01-12T16:33:28Z,18,ai_recommendation,0.566,False
evt_200293,rs_300150,usr_1059,sess_1059_0,45261537,0,view,2026-01-12T16:33:33Z,19,ai_recommendation,0.576,False
evt_200466,rs_300236,usr_1095,sess_1095_0,44840033,1,view,2026-01-12T18:32:16Z,54,search_bar,0.771,False
evt_200465,rs_300236,usr_1095,sess_1095_0,45104453,0,view,2026-01-12T18:32:42Z,35,ai_recommendation,0.689,False
evt_200467,rs_300236,usr_1095,sess_1095_0,44668641,2,view,2026-01-12T18:36:35Z,71,search_bar,0.823,False
evt_200861,rs_300430,usr_1175,sess_1175_1,44082194,1,contact,2026-01-12T19:26:00Z,135,related_items,4.725,False
evt_200862,rs_300430,usr_1175,sess_1175_1,44639724,2,view,2026-01-12T19:26:55Z,8,search_bar,0.423,True
evt_200067,rs_300033,usr_1012,sess_1012_2,43489295,1,save,2026-01-13T04:24:45Z,25,ai_recommendation,1.88,False
evt_200066,rs_300033,usr_1012,sess_1012_2,45227501,0,view,2026-01-13T04:26:49Z,26,search_bar,0.634,False
evt_200141,rs_300071,usr_1027,sess_1027_0,44870124,1,view,2026-01-13T04:39:10Z,44,search_bar,0.732,False
evt_200160,rs_300081,usr_1031,sess_1031_0,45040159,0,share,2026-01-13T12:03:13Z,57,homepage,3.124,False
evt_200520,rs_300261,usr_1104,sess_1104_0,45111612,2,view,2026-01-13T13:05:53Z,124,ai_recommendation,0.929,False
evt_200452,rs_300228,usr_1091,sess_1091_0,45005291,2,view,2026-01-14T00:21:03Z,129,ai_recommendation,0.936,False
evt_200450,rs_300228,usr_1091,sess_1091_0,44994010,0,contact,2026-01-14T00:21:15Z,382,search_bar,5.0,False
evt_200451,rs_300228,usr_1091,sess_1091_0,45128479,1,save,2026-01-14T00:27:44Z,217,search_bar,3.0,False
evt_200214,rs_300109,usr_1042,sess_1042_0,44256714,0,contact,2026-01-14T07:48:08Z,27,homepage,3.205,False
evt_200215,rs_300109,usr_1042,sess_1042_0,44147966,2,view,2026-01-14T07:49:39Z,40,ai_recommendation,0.714,False
evt_200967,rs_300482,usr_1197,sess_1197_1,45027406,2,view,2026-01-14T08:26:40Z,37,search_bar,0.7,False
evt_200966,rs_300482,usr_1197,sess_1197_1,45265897,1,view,2026-01-14T08:29:49Z,223,ai_recommendation,1.0,False
evt_200965,rs_300482,usr_1197,sess_1197_1,45184555,0,view,2026-01-14T08:34:19Z,60,search_bar,0.791,False
evt_200521,rs_300262,usr_1104,sess_1104_0,45257346,0,contact,2026-01-14T11:00:08Z,38,homepage,3.524,False
evt_200522,rs_300262,usr_1104,sess_1104_0,45245657,1,view,2026-01-14T11:03:06Z,4,search_bar,0.31,True
evt_200523,rs_300262,usr_1104,sess_1104_0,45111612,2,view,2026-01-14T11:05:42Z,30,related_items,0.661,False
evt_200749,rs_300378,usr_1154,sess_1154_1,45028627,0,save,2026-01-14T13:48:03Z,19,related_items,1.729,False
evt_200079,rs_300039,usr_1014,sess_1014_0,40741946,1,view,2026-01-14T15:43:51Z,341,homepage,1.0,False
evt_200078,rs_300039,usr_1014,sess_1014_0,44000659,0,view,2026-01-14T15:46:02Z,29,ai_recommendation,0.654,False
evt_200910,rs_300454,usr_1186,sess_1186_0,45025539,2,view,2026-01-14T21:28:00Z,26,homepage,0.634,False
evt_200909,rs_300454,usr_1186,sess_1186_0,45224328,1,view,2026-01-14T21:28:06Z,68,search_bar,0.814,False
evt_200908,rs_300454,usr_1186,sess_1186_0,45152520,0,save,2026-01-14T21:35:49Z,71,homepage,2.468,False
evt_200633,rs_300320,usr_1131,sess_1131_0,44506594,0,contact,2026-01-15T03:33:48Z,143,search_bar,4.78,False
evt_200166,rs_300084,usr_1032,sess_1032_2,45227501,0,view,2026-01-15T03:53:57Z,61,search_bar,0.794,False
evt_200101,rs_300050,usr_1019,sess_1019_0,45092572,0,save,2026-01-15T11:23:05Z,201,search_bar,3.0,False
evt_200102,rs_300050,usr_1019,sess_1019_0,45256231,1,view,2026-01-15T11:28:50Z,51,search_bar,0.76,False
evt_200940,rs_300469,usr_1192,sess_1192_0,44417445,1,view,2026-01-16T13:06:15Z,74,ai_recommendation,0.831,False
evt_200941,rs_300469,usr_1192,sess_1192_0,45236756,2,save,2026-01-16T13:07:48Z,15,search_bar,1.6,False
evt_200939,rs_300469,usr_1192,sess_1192_0,45122141,0,contact,2026-01-16T13:11:42Z,54,ai_recommendation,3.854,False
evt_200355,rs_300180,usr_1072,sess_1072_1,45193938,2,contact,2026-01-16T20:37:09Z,77,homepage,4.19,False
evt_200354,rs_300180,usr_1072,sess_1072_1,45181375,1,view,2026-01-16T20:39:08Z,25,homepage,0.627,False
evt_200353,rs_300180,usr_1072,sess_1072_1,45190121,0,view,2026-01-16T20:45:37Z,54,related_items,0.771,False
evt_200562,rs_300283,usr_1114,sess_1114_0,44910889,0,contact,2026-01-16T22:43:49Z,83,search_bar,4.262,False
evt_200399,rs_300202,usr_1081,sess_1081_0,45225478,0,view,2026-01-17T00:17:01Z,8,search_bar,0.423,True
evt_200400,rs_300202,usr_1081,sess_1081_0,45128667,1,view,2026-01-17T00:19:58Z,126,ai_recommendation,0.932,False
evt_200025,rs_300013,usr_1005,sess_1005_0,44988313,0,view,2026-01-17T03:32:14Z,31,related_items,0.667,False
evt_200315,rs_300161,usr_1064,sess_1064_0,44398352,0,contact,2026-01-17T05:42:36Z,23,search_bar,3.057,False
evt_200706,rs_300359,usr_1146,sess_1146_0,45255223,0,view,2026-01-17T11:23:04Z,189,search_bar,1.0,False
evt_200707,rs_300359,usr_1146,sess_1146_0,45255963,1,view,2026-01-17T11:27:08Z,8,search_bar,0.423,True
evt_200708,rs_300359,usr_1146,sess_1146_0,45161667,2,view,2026-01-17T11:31:22Z,40,related_items,0.714,False
evt_200458,rs_300232,usr_1093,sess_1093_1,45130372,2,save,2026-01-17T19:35:59Z,86,ai_recommendation,2.577,False
evt_200456,rs_300232,usr_1093,sess_1093_1,43011177,0,view,2026-01-17T19:37:48Z,102,related_items,0.892,False
evt_200457,rs_300232,usr_1093,sess_1093_1,45080508,1,view,2026-01-17T19:39:19Z,57,search_bar,0.781,False
evt_200953,rs_300477,usr_1195,sess_1195_1,45192019,0,view,2026-01-17T22:45:14Z,44,ai_recommendation,0.732,False
evt_200954,rs_300477,usr_1195,sess_1195_1,44390382,1,view,2026-01-17T22:52:26Z,54,search_bar,0.771,False
evt_200601,rs_300305,usr_1124,sess_1124_0,43220620,1,save,2026-01-18T11:26:01Z,22,search_bar,1.809,False
evt_200600,rs_300305,usr_1124,sess_1124_0,44875460,0,save,2026-01-18T11:28:21Z,26,search_bar,1.902,False
evt_200602,rs_300305,usr_1124,sess_1124_0,44893724,2,view,2026-01-18T11:30:56Z,18,homepage,0.566,False
evt_200015,rs_300008,usr_1004,sess_1004_0,45240205,1,view,2026-01-18T23:53:58Z,63,search_bar,0.8,False
evt_200016,rs_300008,usr_1004,sess_1004_0,44843130,2,view,2026-01-18T23:55:29Z,91,search_bar,0.87,False
evt_200039,rs_300019,usr_1007,sess_1007_1,45227501,0,share,2026-01-19T11:26:57Z,31,search_bar,2.667,False
evt_200203,rs_300103,usr_1040,sess_1040_0,44779145,0,view,2026-01-20T08:16:50Z,72,search_bar,0.825,False
evt_200802,rs_300400,usr_1163,sess_1163_0,45228207,2,save,2026-01-20T10:40:42Z,12,related_items,1.48,False
evt_200801,rs_300400,usr_1163,sess_1163_0,45224442,1,save,2026-01-20T10:48:00Z,58,ai_recommendation,2.353,False
evt_200800,rs_300400,usr_1163,sess_1163_0,45188401,0,view,2026-01-20T10:48:36Z,48,search_bar,0.749,False
evt_200017,rs_300009,usr_1004,sess_1004_0,45151230,1,view,2026-01-20T21:28:04Z,126,ai_recommendation,0.932,False
evt_200123,rs_300061,usr_1024,sess_1024_0,44785182,0,view,2026-01-20T21:48:49Z,37,search_bar,0.7,False
evt_200124,rs_300061,usr_1024,sess_1024_0,45257289,1,view,2026-01-20T21:52:24Z,49,homepage,0.753,False
evt_200565,rs_300286,usr_1116,sess_1116_0,44768286,0,save,2026-01-20T22:30:22Z,22,ai_recommendation,1.809,False
evt_200566,rs_300286,usr_1116,sess_1116_0,44954044,1,view,2026-01-20T22:30:45Z,53,ai_recommendation,0.767,False
evt_200044,rs_300022,usr_1008,sess_1008_1,45203517,1,view,2026-01-21T06:07:24Z,81,ai_recommendation,0.848,False
evt_200580,rs_300293,usr_1119,sess_1119_1,44430840,2,view,2026-01-21T12:54:04Z,21,search_bar,0.595,False
evt_200579,rs_300293,usr_1119,sess_1119_1,45093806,1,contact,2026-01-21T12:54:05Z,63,homepage,4.0,False
evt_200278,rs_300144,usr_1056,sess_1056_0,44743197,0,share,2026-01-21T19:37:27Z,42,ai_recommendation,2.894,False
evt_200280,rs_300144,usr_1056,sess_1056_0,44693702,2,contact,2026-01-21T19:38:07Z,220,ai_recommendation,5.0,False
evt_200310,rs_300159,usr_1063,sess_1063_1,44723700,0,contact,2026-01-21T19:38:33Z,83,ai_recommendation,4.262,False
evt_200279,rs_300144,usr_1056,sess_1056_0,45111637,1,save,2026-01-21T19:39:27Z,27,related_items,1.923,False
evt_200311,rs_300159,usr_1063,sess_1063_1,45224366,1,view,2026-01-21T19:44:48Z,7,related_items,0.4,True
evt_200342,rs_300175,usr_1069,sess_1069_1,44393683,1,contact,2026-01-21T22:12:25Z,112,related_items,4.547,False
evt_200341,rs_300175,usr_1069,sess_1069_1,45039538,0,contact,2026-01-21T22:14:06Z,27,homepage,3.205,False
evt_200343,rs_300175,usr_1069,sess_1069_1,45229038,2,share,2026-01-21T22:19:34Z,221,ai_recommendation,4.0,False
evt_200658,rs_300332,usr_1135,sess_1135_0,45203517,1,view,2026-01-21T23:52:15Z,10,ai_recommendation,0.461,False
evt_200657,rs_300332,usr_1135,sess_1135_0,45200975,0,view,2026-01-21T23:53:04Z,300,search_bar,1.0,False
evt_200659,rs_300332,usr_1135,sess_1135_0,44741333,2,view,2026-01-21T23:54:21Z,37,search_bar,0.7,False
evt_200757,rs_300382,usr_1156,sess_1156_1,44843875,0,contact,2026-01-22T17:24:45Z,21,ai_recommendation,2.973,False
evt_200759,rs_300382,usr_1156,sess_1156_1,45017298,2,view,2026-01-22T17:26:20Z,45,ai_recommendation,0.736,False
evt_200758,rs_300382,usr_1156,sess_1156_1,45017137,1,view,2026-01-22T17:29:31Z,180,homepage,1.0,False
evt_200296,rs_300151,usr_1059,sess_1059_2,45261537,0,save,2026-01-22T18:42:39Z,122,search_bar,2.777,False
evt_200807,rs_300402,usr_1164,sess_1164_2,45090623,2,view,2026-01-22T21:05:08Z,85,ai_recommendation,0.857,False
evt_200806,rs_300402,usr_1164,sess_1164_2,45184505,1,view,2026-01-22T21:12:19Z,42,ai_recommendation,0.724,False
evt_200979,rs_300486,usr_1199,sess_1199_0,45104453,2,contact,2026-01-23T14:15:03Z,130,ai_recommendation,4.689,False
evt_200977,rs_300486,usr_1199,sess_1199_0,44888200,0,share,2026-01-23T14:15:16Z,69,homepage,3.269,False
evt_200978,rs_300486,usr_1199,sess_1199_0,44976878,1,view,2026-01-23T14:17:14Z,51,homepage,0.76,False
evt_200916,rs_300458,usr_1188,sess_1188_0,45224513,1,view,2026-01-24T04:35:32Z,142,search_bar,0.955,False
evt_200045,rs_300023,usr_1009,sess_1009_0,45215996,0,save,2026-01-24T09:17:51Z,83,homepage,2.557,False
evt_200046,rs_300023,usr_1009,sess_1009_0,45221253,1,view,2026-01-24T09:21:13Z,37,ai_recommendation,0.7,False
evt_200944,rs_300471,usr_1193,sess_1193_0,45077780,0,view,2026-01-24T19:47:52Z,183,related_items,1.0,False
evt_200454,rs_300230,usr_1092,sess_1092_1,44890005,1,save,2026-01-25T05:57:11Z,109,ai_recommendation,2.713,False
evt_200740,rs_300374,usr_1153,sess_1153_0,45005416,0,view,2026-01-25T11:52:51Z,29,ai_recommendation,0.654,False
evt_200741,rs_300374,usr_1153,sess_1153_0,45091488,1,view,2026-01-25T11:53:42Z,142,ai_recommendation,0.955,False
evt_200742,rs_300374,usr_1153,sess_1153_0,44854900,2,view,2026-01-25T11:56:19Z,117,ai_recommendation,0.918,False
evt_200285,rs_300146,usr_1057,sess_1057_0,42091112,2,contact,2026-01-25T12:43:39Z,28,ai_recommendation,3.239,False
evt_200283,rs_300146,usr_1057,sess_1057_0,45040159,0,view,2026-01-25T12:47:19Z,31,related_items,0.667,False
evt_200284,rs_300146,usr_1057,sess_1057_0,45040043,1,view,2026-01-25T12:48:52Z,43,search_bar,0.728,False
evt_200258,rs_300133,usr_1052,sess_1052_1,45111637,1,view,2026-01-25T17:55:48Z,52,search_bar,0.764,False
evt_200475,rs_300242,usr_1097,sess_1097_0,40489660,0,view,2026-01-25T22:53:26Z,21,ai_recommendation,0.595,False
evt_200428,rs_300216,usr_1087,sess_1087_1,45212565,1,view,2026-01-26T06:10:34Z,44,homepage,0.732,False
evt_200007,rs_300003,usr_1001,sess_1001_1,44626653,1,contact,2026-01-26T11:08:20Z,28,search_bar,3.239,False
evt_200006,rs_300003,usr_1001,sess_1001_1,44531634,0,save,2026-01-26T11:13:42Z,102,related_items,2.675,False
evt_200298,rs_300153,usr_1060,sess_1060_1,45095425,0,save,2026-01-26T21:45:37Z,175,search_bar,2.984,False
evt_200857,rs_300428,usr_1174,sess_1174_1,45092572,0,contact,2026-01-27T00:50:52Z,11,ai_recommendation,2.39,False
evt_200858,rs_300428,usr_1174,sess_1174_1,45193938,1,view,2026-01-27T00:57:50Z,64,ai_recommendation,0.803,False
evt_200859,rs_300428,usr_1174,sess_1174_1,45190121,2,contact,2026-01-27T00:57:55Z,219,search_bar,5.0,False
evt_200373,rs_300189,usr_1075,sess_1075_1,44209474,2,view,2026-01-28T00:32:16Z,150,ai_recommendation,0.965,False
evt_200372,rs_300189,usr_1075,sess_1075_1,44755959,1,contact,2026-01-28T00:33:00Z,44,related_items,3.661,False
evt_200371,rs_300189,usr_1075,sess_1075_1,45215261,0,contact,2026-01-28T00:36:48Z,20,related_items,2.928,False
evt_200924,rs_300462,usr_1190,sess_1190_0,45011708,0,view,2026-01-28T03:02:14Z,142,ai_recommendation,0.955,False
evt_200332,rs_300168,usr_1067,sess_1067_2,45200975,2,view,2026-01-28T08:58:14Z,135,ai_recommendation,0.945,False
evt_200331,rs_300168,usr_1067,sess_1067_2,44887604,1,view,2026-01-28T08:59:46Z,17,search_bar,0.556,False
evt_200330,rs_300168,usr_1067,sess_1067_2,44986524,0,view,2026-01-28T09:04:17Z,40,search_bar,0.714,False
evt_200167,rs_300085,usr_1032,sess_1032_2,44335474,0,save,2026-01-28T12:00:29Z,133,related_items,2.826,False
evt_200324,rs_300164,usr_1065,sess_1065_0,45224513,2,view,2026-01-28T14:46:02Z,65,ai_recommendation,0.806,False
evt_200322,rs_300164,usr_1065,sess_1065_0,45210079,0,save,2026-01-28T14:48:25Z,93,search_bar,2.622,False
evt_200323,rs_300164,usr_1065,sess_1065_0,45160107,1,view,2026-01-28T14:52:43Z,56,ai_recommendation,0.778,False
evt_200468,rs_300237,usr_1095,sess_1095_0,45228388,0,view,2026-01-29T02:21:23Z,9,ai_recommendation,0.443,True
evt_200497,rs_300252,usr_1101,sess_1101_2,45249483,0,save,2026-01-29T02:53:26Z,107,ai_recommendation,2.702,False
evt_200498,rs_300252,usr_1101,sess_1101_2,45186062,1,view,2026-01-29T02:55:40Z,221,homepage,1.0,False
evt_200499,rs_300252,usr_1101,sess_1101_2,45105664,2,save,2026-01-29T02:57:19Z,92,homepage,2.616,False
evt_200876,rs_300437,usr_1179,sess_1179_0,45157309,2,save,2026-01-29T03:04:42Z,123,related_items,2.782,False
evt_200874,rs_300437,usr_1179,sess_1179_0,45232601,0,save,2026-01-29T03:07:34Z,104,ai_recommendation,2.686,False
evt_200875,rs_300437,usr_1179,sess_1179_0,44790683,1,view,2026-01-29T03:11:51Z,48,related_items,0.749,False
evt_200594,rs_300300,usr_1121,sess_1121_0,45258521,1,view,2026-01-29T03:35:13Z,43,related_items,0.728,False
evt_200593,rs_300300,usr_1121,sess_1121_0,45170798,0,share,2026-01-29T03:41:42Z,40,ai_recommendation,2.857,False
evt_200632,rs_300319,usr_1130,sess_1130_0,44961717,2,view,2026-01-29T14:37:31Z,20,search_bar,0.586,False
evt_200631,rs_300319,usr_1130,sess_1130_0,44506594,0,save,2026-01-29T14:38:37Z,115,ai_recommendation,2.743,False
evt_200338,rs_300172,usr_1068,sess_1068_0,44928768,2,save,2026-01-29T15:25:45Z,95,ai_recommendation,2.634,False
evt_200337,rs_300172,usr_1068,sess_1068_0,45232540,0,save,2026-01-29T15:29:03Z,169,homepage,2.964,False
evt_200049,rs_300025,usr_1009,sess_1009_0,45221253,1,view,2026-01-29T19:55:39Z,26,search_bar,0.634,False
evt_200048,rs_300025,usr_1009,sess_1009_0,45215996,0,view,2026-01-29T19:57:31Z,28,related_items,0.648,False
