listing_id,title,property_type,district,address,city_province,latitude,longitude,geohash_6,geohash_7,geo_cluster_150m,price_billion,area_sqm,bedrooms,bathrooms,budget_group,price_tier_area,description,balcony,garden,garage,terrace,pool,gym,park,bbq,kids_playground,sports_court,security_24h,reception,elevator,parking,near_metro,near_bus,near_highway,near_school,near_hospital,near_mall,near_market,near_park,river_view,park_view,city_view
45235016,"Bán căn hộ 8x Plus view hướng Nam, 62m2 có 2PN 2WC. Giá 2,9 tỷ, xem nhà LH 0911 808 ***",Căn hộ,Phường Đông Hưng Thuận,"Căn hộ 8X Plus Trường Chinh, Đường Trường Chinh, Phường Đông Hưng Thuận, Hồ Chí Minh",Hồ Chí Minh,21.028949,105.852447,w3gvd5,w3gvd5z,G0763,2.9,62.0,2,2,affordable,cheap,,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False
45232873,Chính chủ ngộp bank gửi bán nhanh 2PN - 2WC tốt nhất thị trường,Căn hộ,Phường Phú Thuận,"Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Hồ Chí Minh",Hồ Chí Minh,21.028949,105.852447,w3gvhb,w3gvhbd,G0119,3.65,66.7,2,2,mid_range,cheap,,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False
44346372,"Bán căn góc 3PN 2WC 95m2 Eco Green Sài Gòn, ban công view thoáng, full nội thất, giá chỉ 8,3 tỷ",Căn hộ,Phường Tân Thuận,"Eco Green Sài Gòn, Đường Nguyễn Văn Linh, Phường Tân Thuận, Hồ Chí Minh",Hồ Chí Minh,10.750617,106.723491,w3gvht,w3gvht1,G0210,8.3,95.0,3,2,luxury,mid,,True,False,False,False,True,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False
45093850,Bán gấp 8x Plus lầu cao view thoáng sổ hồng riêng giá rẻ nhất thị trường 2 tỷ 94 tr 0932 834 ***,Căn hộ,Phường Đông Hưng Thuận,"Căn hộ 8X Plus Trường Chinh, Đường Trường Chinh, Phường Đông Hưng Thuận, Hồ Chí Minh",Hồ Chí Minh,10.83116,106.6213,w3gvd5,w3gvd5z,G0763,2.94,62.0,2,2,affordable,cheap,,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False
44622948,"Chính chủ bán căn hộ Topaz City 70m2, 2PN, 2WC, full nội thất",Căn hộ,Phường Chánh Hưng,"Topaz City, Đường Cao Lỗ, Phường Chánh Hưng, Hồ Chí Minh",Hồ Chí Minh,10.739291,106.679536,w3gv5e,w3gv5e1,G0160,3.5,70.0,2,2,mid_range,cheap,,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False
44785182,Hàng hiếm căn 50m² | 1PN | sổ hồng sẵn | chỉ 1 tỷ 980,Căn hộ,Phường An Lạc,"Khu căn hộ EHome 3, Đường Hồ Học Lãm, Phường An Lạc, Hồ Chí Minh",Hồ Chí Minh,10.713342,106.60885,w3gucy,w3gucyq,G0097,1.98,50.0,1,1,affordable,cheap,,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False
44107433,"Bán căn hộ MT Eastmark City, góc view đẹp, 99,9m2=3PN + 3WC, sổ hồng, mới 100% chỉ 4,95 tỷ",Căn hộ,Phường Long Trường,"Chung cư MT Eastmark City, Đường Vành Đai 3, Phường Long Trường, Hồ Chí Minh",Hồ Chí Minh,10.799071,106.827832,w3gvqv,w3gvqvv,G0592,4.95,99.9,3,3,mid_range,mid,,True,False,False,False,True,True,True,True,False,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False
44986524,"Chính chủ bán gấp căn hộ Sunrise Riverside 1PN, view hồ bơi đẹp giá 2,4 tỷ full",Căn hộ,Xã Nhà Bè,"Sunrise Riverside, Đường Nguyễn Hữu Thọ, Xã Nhà Bè, Hồ Chí Minh",Hồ Chí Minh,10.722747,106.70253,w3gvh0,w3gvh04,G0110,2.4,33.0,1,1,affordable,cheap,,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False
45102500,"Bán nhanh 2PN Vinhomes Central Park khu L - view TP có bồn tắm - full NT. DT 85,7m², LH 0397 383 ***",Căn hộ,Phường Thạnh Mỹ Tây,"Vinhomes Central Park, Đường Điện Biên Phủ, Phường Thạnh Mỹ Tây, Hồ Chí Minh",Hồ Chí Minh,10.799587,106.71861,w3gvkq,w3gvkqn,G0600,11.2,85.7,2,2,luxury,mid,,False,False,False,False,True,True,True,True,False,False,True,False,True,True,False,False,False,True,True,False,True,False,False,False,False
45189967,"Mặt tiền kinh doanh tốt, 3m x 18m, đường 8m, tầng trệt Cư Xá Thanh Đa",Căn hộ,Phường Bình Quới,"Lô U, Đường Cư xá Thanh Đa, Phường Bình Quới, Hồ Chí Minh",Hồ Chí Minh,10.812947,106.720768,w3gvs2,w3gvs2r,G0697,2.63,54.0,2,1,affordable,cheap,,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False
44848669,Sổ hồng sang nhượng căn góc 69m2 2PN 2WC. View hồ bơi đón gió mát. Sẵn gói nội thất LH 0899 996 ***,Căn hộ,Xã Tân Nhựt,"Westgate, Đường Tân Túc, Xã Tân Nhựt, Hồ Chí Minh",Hồ Chí Minh,10.687304,106.585971,w3guc3,w3guc3t,G0067,3.26,69.0,2,2,mid_range,mid,,True,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,False,False,False,False
43919030,Căn 3PN góc view sông giảm mạnh 400 triệu so với giá đợt đầu (LH xem nhà 0933 945 *** ),Căn hộ,Phường Thủ Dầu Một,"The Maison, Đường Phan Bội Châu, Phường Thủ Dầu Một, Hồ Chí Minh",Hồ Chí Minh,10.94699,106.65723,w3gy70,w3gy70c,G1040,2.5,77.2,3,2,affordable,premium,,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False
45162235,Hàng hiếm! Bán căn 59m2 2PN 2WC + view công viên bệnh viện mát mẻ + tiện ích resort; LH 0936 551 ***,Căn hộ,Xã Tân Nhựt,"A1-1.10, Westgate, Đường Tân Túc, Xã Tân Nhựt, Hồ Chí Minh",Hồ Chí Minh,10.69037,106.586709,w3guc6,w3guc6n,G0069,2.65,59.0,2,2,affordable,cheap,,True,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,False,True,False
44845494,Hàng hiếm! Bán căn 59m2 2PN 2WC tháp D view hồ bơi + Sẵn gói nội thất Westgate LH ngay 0899 996 ***,Căn hộ,Xã Tân Nhựt,"Westgate, Đường Tân Túc, Xã Tân Nhựt, Hồ Chí Minh",Hồ Chí Minh,10.68701,106.5854,w3guc3,w3guc3t,G0067,2.72,59.0,2,2,affordable,cheap,,True,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,False,False,False,False
44984592,"Sổ hồng bán căn 113m2 3PN 2WC - View UBND, công viên gió mát - Sẵn gói nội thất. LH 0899 996 ***",Căn hộ,Xã Tân Nhựt,"Westgate, Đường Tân Túc, Xã Tân Nhựt, Hồ Chí Minh",Hồ Chí Minh,10.686972,106.585336,w3guc3,w3guc3t,G0067,4.5,113.0,3,2,mid_range,premium,,True,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,False,False,False,False
45038070,"Chính chủ bán Sky 89 Quận 7 - 2PN, 2WC - Full nội thất mới - Đã nhận sổ hồng - Giá chỉ 4,95 tỷ",Căn hộ,Phường Phú Thuận,"Sky 89, Đường Hoàng Quốc Việt, Phường Phú Thuận, Hồ Chí Minh",Hồ Chí Minh,10.714401,106.741003,w3guuy,w3guuyq,G0100,4.95,65.0,2,2,mid_range,cheap,,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False
44691569,"Giảm 300tr - bán căn hộ Riverside 90 Nguyễn Hữu Cảnh, Bình Thạnh, SHR, giá 4,25 tỷ",Căn hộ,Phường Thạnh Mỹ Tây,"Riverside 90, Đường Nguyễn Hữu Cảnh, Phường Thạnh Mỹ Tây, Hồ Chí Minh",Hồ Chí Minh,10.792084,106.718191,w3gvkk,w3gvkkt,G0526,4.25,46.0,1,1,mid_range,cheap,,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False
44868190,"Giảm 300tr bán gấp Cư xá đường Nguyễn Công Trứ, P. Nguyễn Thái Bình, Quận 1 SHR, giá 2,1 tỷ",Căn hộ,Phường Bến Thành,"Đường Nguyễn Công Trứ, Phường Bến Thành, Hồ Chí Minh",Hồ Chí Minh,10.768133,106.701046,w3gvk0,w3gvk03,G0340,2.1,29.2,1,0,affordable,cheap,,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,True,True,False,False,False,False
44063983,Chính chủ bán nhanh 1PN view hồ bơi Masteri giá chỉ 3tỷ950 BTP tại Vinhomes Grand Park Quận 9,Căn hộ,Phường Long Bình,"Masteri Centre Point, Phường Long Bình, Hồ Chí Minh",Hồ Chí Minh,10.84086,106.83986,w3gvxj,w3gvxjw,G0804,3.95,51.2,1,1,mid_range,mid,,False,True,False,False,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,False,False,False,False
42561310,Bán căn 3PN rẻ nhất The River - Đã có sổ - View đẹp - Giá bán 25tỷ all in - Cam kết giá thật,Căn hộ,Phường An Khánh,"The River Thủ Thiêm, Đường Trần Bạch Đằng, Phường An Khánh, Hồ Chí Minh",Hồ Chí Minh,10.782439,106.719344,w3gvk6,w3gvk6y,G0431,25.0,138.0,3,2,luxury,premium,,False,True,False,False,True,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False
43923505,"Bán căn hộ Lucky Place, 2PN, 2WC, căn góc, view quận 1, không nội thất, giá: 5.3 tỷ, 0908 435 ***",Căn hộ,Phường Bình Tây,"Lucky Palace, Đường Phan Văn Khỏe, Phường Bình Tây, Hồ Chí Minh",Hồ Chí Minh,10.749478,106.652402,w3gv4u,w3gv4uv,G0205,5.3,79.0,2,2,mid_range,cheap,,True,False,False,False,True,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False
45255963,Quận 11 CC 162 Nguyễn Thị Nhỏ tầng trệt 2MT dòng tiền 10tr SHR giá 4 tỷ,Căn hộ,Phường Hòa Hưng,"162, Đường Nguyễn Thị Nhỏ, Phường Hòa Hưng, Hồ Chí Minh",Hồ Chí Minh,10.768763,106.65223,w3gv6b,w3gv6bm,G0342,4.0,36.2,2,1,mid_range,cheap,,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False
44742356,"Bán CC De La Sol, Tôn Thất Thuyết, 10,5 tỷ, 85m2, 2PN, 2WC, giá tốt - nội thất cao cấp",Căn hộ,Phường Vĩnh Hội,"De La Sol, Đường Tôn Thất Thuyết, Phường Vĩnh Hội, Hồ Chí Minh",Hồ Chí Minh,10.753975,106.69039,w3gv5v,w3gv5v9,G0233,10.5,85.0,2,2,luxury,premium,,False,False,False,False,True,True,True,False,False,False,True,False,True,True,False,False,False,True,True,True,True,False,False,False,False
45245173,Bán căn 3PN - 121m2 giá 62 tỷ allin tòa SEA tại Grand Marina SaiGon,Căn hộ,Phường Sài Gòn,"Grand Marina Saigon, Phố Tôn Đức Thắng, Phường Sài Gòn, Hồ Chí Minh",Hồ Chí Minh,21.028949,105.852447,w3gvk4,w3gvk4j,G0405,62.0,121.0,3,2,luxury,premium,,False,False,False,False,True,True,False,True,True,False,True,True,True,True,True,True,False,False,False,True,True,False,True,False,False
43317425,"Độc quyền căn 2PN Origami, Giá rẻ nhất giỏ hàng, Chỉ 3.050 tỷ, nhà mới, tầng trung view thoáng mát",Căn hộ,Phường Long Bình,"The Origami - Vinhomes Grand Park, Đường Phước Thiện, Phường Long Bình, Hồ Chí Minh",Hồ Chí Minh,10.84316,106.8431,w3gvxm,w3gvxmb,G0829,3.05,54.6,2,2,mid_range,cheap,,True,True,False,False,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False
44734124,Độc quyền chuyển nhượng The River - Căn 1PN view sông và hồ bơi chuẩn resort - Đã có sổ,Căn hộ,Phường An Khánh,"The River Thủ Thiêm, Phường An Khánh, Hồ Chí Minh",Hồ Chí Minh,10.781716,106.719614,w3gvk6,w3gvk6y,G0431,11.3,64.0,1,1,luxury,mid,,False,True,False,False,True,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False
44748012,"Studio Rainbow view thoáng, S1.05 - 1310. Giá 1.870 tỷ BP",Căn hộ,Phường Long Bình,"The Rainbow - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Bình, Hồ Chí Minh",Hồ Chí Minh,10.837437,106.838813,w3gvxh,w3gvxhv,G0804,1.87,27.9,0,0,affordable,cheap,,False,True,False,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False
44107369,"Bán CH MT 65.2m2 giá tốt 3.1tỷ sổ hồng, mới 100% view hồ bơi",Căn hộ,Phường Long Trường,"Chung cư MT Eastmark City, Phường Long Trường, Hồ Chí Minh",Hồ Chí Minh,10.798707,106.827924,w3gvqv,w3gvqvv,G0592,3.1,65.2,2,1,mid_range,cheap,,True,False,False,False,True,True,True,True,False,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True
45246753,"Chính chủ bán River Panorama Quận 7 - 2PN, 1WC - đã nhận sổ hồng - có hỗ trợ vay. Giá chỉ 4 tỷ",Căn hộ,Phường Phú Thuận,"River Panorama, Đường Hoàng Quốc Việt, Phường Phú Thuận, Hồ Chí Minh",Hồ Chí Minh,21.028949,105.852447,w3guuy,w3guuyk,G0098,4.0,58.0,2,1,mid_range,cheap,,True,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False
45161272,"Duy nhất mua ngay kẻo lỡ, căn số đẹp, view đẹp, thoáng mát quanh năm",Căn hộ,Phường Long Bình,"Lumiere Boulevard, Phường Long Bình, Hồ Chí Minh",Hồ Chí Minh,21.028949,105.852447,w3gvxj,w3gvxjn,G0804,4.07,54.0,1,1,mid_range,mid,,False,True,False,False,True,False,True,True,False,False,True,False,True,True,False,False,False,True,False,True,True,False,False,False,False
45149520,"Hải Yến Nam Minh Land - bán căn hộ 2 PN Saigon Pearl view sông + Landmark 81, nội thất mới, đẹp",Căn hộ,Phường Thạnh Mỹ Tây,"Saigon Pearl, Đường Nguyễn Hữu Cảnh, Phường Thạnh Mỹ Tây, Hồ Chí Minh",Hồ Chí Minh,10.790379,106.718404,w3gvkk,w3gvkkm,G0506,11.5,86.0,2,2,luxury,mid,,True,False,False,False,True,True,True,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,True,False,False
45246430,"Quá rẻ cho căn River Panorama Quận 7- 2PN,2WC - Full nội thất-Sổ hồng- Giá bán 4,75 tỷ - View sông",Căn hộ,Phường Phú Thuận,"River Panorama, Đường Hoàng Quốc Việt, Phường Phú Thuận, Hồ Chí Minh",Hồ Chí Minh,21.028949,105.852447,w3guuy,w3guuyk,G0098,4.75,64.5,2,2,mid_range,cheap,,True,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False
43241856,"The Beverly Solari hàng hiếm giá rẻ giỏ hàng, bán căn 2PN2WC, DT59m2, giá 3.150 tỷ, view thoáng mát",Căn hộ,Phường Long Bình,"The Beverly Solari - Vinhomes Grand Park, Phường Long Bình, Hồ Chí Minh",Hồ Chí Minh,10.843893,106.845721,w3gvxq,w3gvxq4,G0835,3.15,59.0,2,2,mid_range,cheap,,True,False,False,False,True,True,True,False,False,False,True,True,True,True,False,True,False,True,False,True,True,True,False,True,False
44756510,"Bán căn 2PN2WC view công viên 36ha ngắm pháo hoa, DT73m2, giá 5.450tỷ The Beverly - Vinhomes Quận 9",Căn hộ,Phường Long Bình,"The Beverly - Vinhomes Grand Park, Phường Long Bình, Hồ Chí Minh",Hồ Chí Minh,10.857936,106.83587,w3gvz0,w3gvz0e,G0909,5.45,73.0,2,2,mid_range,premium,,True,False,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,False
39130038,"Bán Opal Garden góc 2PN 72m2 view Landmark 81 giá 5,15 tỷ full nội thất bao thuế phí GigaMall",Căn hộ,Phường Hiệp Bình,"Opal Garden, Đường 20, Phường Hiệp Bình, Hồ Chí Minh",Hồ Chí Minh,10.826824,106.723085,w3gvsd,w3gvsdc,G0741,5.15,72.0,2,2,mid_range,cheap,,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True
43589492,"Độc quyền bán căn 1PN+, giá 2.8tỷ, Glory Heights - Vinhomes Q9, tầng trung view thoáng ngay Vincom",Căn hộ,Phường Long Bình,"Glory Heights - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Bình, Hồ Chí Minh",Hồ Chí Minh,10.835199,106.847834,w3gvxk,w3gvxkk,G0786,2.8,52.0,1,1,affordable,cheap,,True,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False
45113783,"Hải Yến Nam Minh Land - bán căn hộ 2 PN Saigon Pearl 90m2, tầng cao, view sông, nội thất mới 100%",Căn hộ,Phường Thạnh Mỹ Tây,"Saigon Pearl, Đường Nguyễn Hữu Cảnh, Phường Thạnh Mỹ Tây, Hồ Chí Minh",Hồ Chí Minh,10.789992,106.717671,w3gvkk,w3gvkkm,G0506,12.0,86.0,2,2,luxury,mid,,True,False,False,False,True,True,True,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,True,False,False
44525010,"Bán căn hộ 3 phòng ngủ, 2WC, 94,1m2, Eco Green Quận 7. Full nội thất. Sổ hồng sẵn. LH 0888 887 ***",Căn hộ,Phường Tân Thuận,"Eco Green Sài Gòn, Đường Nguyễn Văn Linh, Phường Tân Thuận, Hồ Chí Minh",Hồ Chí Minh,10.750613,106.722957,w3gvht,w3gvht1,G0210,8.3,94.1,3,3,luxury,mid,,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False
44342167,"Hot! River Panorama cao cấp cần bán căn hộ 2PN-2WC view mát mẻ, giá đẹp 4.65 tỷ, đã có sổ, tặng NT",Căn hộ,Phường Phú Thuận,"River Panorama, Đường Hoàng Quốc Việt, Phường Phú Thuận, Hồ Chí Minh",Hồ Chí Minh,10.713735,106.73829,w3guuy,w3guuyk,G0098,4.65,63.8,2,2,mid_range,cheap,,True,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False
44333099,"Bán gấp căn hộ The Galleria Residence (Metropole Thủ Thiêm), 2PN, 72m2, view Quận 1, sổ hồng",Căn hộ,Phường An Khánh,"The Galleria Residence, Đường Đại Lộ Vòng Cung, Phường An Khánh, Hồ Chí Minh",Hồ Chí Minh,10.779046,106.715651,w3gvk6,w3gvk67,G0408,22.0,72.0,2,2,luxury,premium,,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False
44860127,"Cần bán căn hộ OSC Land Vũng Tàu - 58m2 - 2 phòng ngủ, 2 toilet - Giá bán 2 tỷ 650. LH: 0908 209 ***",Căn hộ,Phường Vũng Tàu,"Cao ốc OSC Land, Đường Võ Thị Sáu, Phường Vũng Tàu, Hồ Chí Minh",Hồ Chí Minh,10.34105,107.0897,w3u4uf,w3u4ufs,G0006,2.65,58.0,2,2,affordable,cheap,,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
44282818,Giảm 400 triệu - bán căn hộ chung cư Kim Sơn,Căn hộ,Phường Bình Lợi Trung,"chung cư Kim Sơn, Đường Đặng Thùy Trâm, Phường Bình Lợi Trung, Hồ Chí Minh",Hồ Chí Minh,10.830026,106.702738,w3gvs5,w3gvs5d,G0757,2.55,41.8,1,1,affordable,cheap,,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,True,False,True,False,False,False,False
43960856,"Bán căn 3PN, The Beverly - Vinhomes Q9, 100.7m2, giá 7.7tỷ view sông Đồng Nai thoáng mát không chắn",Căn hộ,Phường Long Bình,"The Beverly - Vinhomes Grand Park, Phường Long Bình, Hồ Chí Minh",Hồ Chí Minh,10.84387,106.8457,w3gvxq,w3gvxq4,G0835,7.7,100.7,3,2,mid_range,premium,,True,False,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,False,True,False,False
44193699,"Bán căn hộ 3PN + 2WC tại Vinhomes Grand Park, View công viên pháo hoa như hình",Căn hộ,Phường Long Bình,"Masteri Centre Point, Phường Long Bình, Hồ Chí Minh",Hồ Chí Minh,10.841113,106.839592,w3gvxj,w3gvxjw,G0804,9.0,99.0,3,2,luxury,premium,,True,True,False,False,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,False,True,False
45104453,"Bán nhanh CHCC Central Garden 2PN, 2WC - Võ Văn Kiệt, P.Cô Giang, Q.1 - DT 76,5m2 - SHR giá 5,9 tỷ",Căn hộ,Phường Cầu Ông Lãnh,"Central Garden, Đường Bến Chương Dương, Phường Cầu Ông Lãnh, Hồ Chí Minh",Hồ Chí Minh,10.761326,106.695417,w3gv5z,w3gv5zj,G0282,5.9,76.5,2,2,mid_range,cheap,,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,True,False,True,False,False,False,False
43321672,"Bán căn góc 2PN + , DT63m2, giá 3.5 tỷ Origami - Vinhomes Q9, tầng trung view thoáng mát vô ở ngay",Căn hộ,Phường Long Bình,"The Origami - Vinhomes Grand Park, Đường Phước Thiện, Phường Long Bình, Hồ Chí Minh",Hồ Chí Minh,10.842801,106.843861,w3gvxm,w3gvxmc,G0829,3.5,63.0,2,2,mid_range,cheap,,True,True,False,False,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False
44870935,"Giảm thêm 300tr bán căn hộ CC Nguyễn Trãi - Quận 1 - khu trung tâm sầm uất, gần Phố Tây",Căn hộ,Phường Cầu Ông Lãnh,"Đường Nguyễn Trãi, Phường Cầu Ông Lãnh, Hồ Chí Minh",Hồ Chí Minh,10.762728,106.686382,w3gv5x,w3gv5xq,G0297,3.6,56.8,2,1,mid_range,cheap,,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,True,True,True,False,False,False,False
