result_set_id,user_id,session_id,timestamp,algorithm_version,raw_query,inferred_intent,budget_group,filter_district,filter_price_max,filter_bedrooms,listing_id,retrieval_rank,score,matched_features,partial_match_features,llm_chosen,llm_rank,explanation,comparison,model_name
rs_300001,usr_1000,sess_1000_0,2026-02-18T18:03:38Z,ward_tiered_v3,nhà đất Phường Tân Định giá mềm cho gia đình,buy_for_living,affordable,Phường Tân Định,2.4,2,45192150,0,0.715,near_school,kids_playground~park,1,0.0,"Nhà đất tại Phường Tân Định, 2.58 tỷ, 1PN — hợp vì near_school.",,template_v1
rs_300001,usr_1000,sess_1000_0,2026-02-18T18:03:38Z,ward_tiered_v3,nhà đất Phường Tân Định giá mềm cho gia đình,buy_for_living,affordable,Phường Tân Định,2.4,2,45135481,1,0.551,,,1,1.0,"Nhà đất tại Phường Tân Định, 2.58 tỷ, 1PN — hợp vì vị trí và tầm giá phù hợp.",,template_v1
rs_300001,usr_1000,sess_1000_0,2026-02-18T18:03:38Z,ward_tiered_v3,nhà đất Phường Tân Định giá mềm cho gia đình,buy_for_living,affordable,Phường Tân Định,2.4,2,45171748,2,0.517,near_school,kids_playground~park,1,2.0,"Nhà đất tại Phường Tân Định, 7.95 tỷ, 4PN — hợp vì near_school.",,template_v1
rs_300001,usr_1000,sess_1000_0,2026-02-18T18:03:38Z,ward_tiered_v3,nhà đất Phường Tân Định giá mềm cho gia đình,buy_for_living,affordable,Phường Tân Định,2.4,2,43928437,3,0.519,near_school,kids_playground~park,0,,,,
rs_300001,usr_1000,sess_1000_0,2026-02-18T18:03:38Z,ward_tiered_v3,nhà đất Phường Tân Định giá mềm cho gia đình,buy_for_living,affordable,Phường Tân Định,2.4,2,43827262,4,0.39,near_school,,0,,,,
rs_300001,usr_1000,sess_1000_0,2026-02-18T18:03:38Z,ward_tiered_v3,nhà đất Phường Tân Định giá mềm cho gia đình,buy_for_living,affordable,Phường Tân Định,2.4,2,44278606,5,0.369,near_school,,0,,,,
rs_300001,usr_1000,sess_1000_0,2026-02-18T18:03:38Z,ward_tiered_v3,nhà đất Phường Tân Định giá mềm cho gia đình,buy_for_living,affordable,Phường Tân Định,2.4,2,45268389,6,0.297,,,0,,,,
rs_300001,usr_1000,sess_1000_0,2026-02-18T18:03:38Z,ward_tiered_v3,nhà đất Phường Tân Định giá mềm cho gia đình,buy_for_living,affordable,Phường Tân Định,2.4,2,43931812,7,0.309,,kids_playground~park,0,,,,
rs_300001,usr_1000,sess_1000_0,2026-02-18T18:03:38Z,ward_tiered_v3,nhà đất Phường Tân Định giá mềm cho gia đình,buy_for_living,affordable,Phường Tân Định,2.4,2,45076045,8,0.317,,,0,,,,
rs_300001,usr_1000,sess_1000_0,2026-02-18T18:03:38Z,ward_tiered_v3,nhà đất Phường Tân Định giá mềm cho gia đình,buy_for_living,affordable,Phường Tân Định,2.4,2,45237769,9,0.326,,,0,,,,
rs_300002,usr_1001,sess_1001_2,2026-04-20T08:51:41Z,ward_tiered_v3,"nhà ở Phường Đức Nhuận thoáng mát 2pn, bình dân",buy_for_living,affordable,Phường Đức Nhuận,2.4,2,44723700,0,0.686,near_school,kids_playground~park,1,0.0,"Căn hộ tại Phường Đức Nhuận, 3.6 tỷ, 2PN — hợp vì near_school.",,template_v1
rs_300002,usr_1001,sess_1001_2,2026-04-20T08:51:41Z,ward_tiered_v3,"nhà ở Phường Đức Nhuận thoáng mát 2pn, bình dân",buy_for_living,affordable,Phường Đức Nhuận,2.4,2,45075183,1,0.559,,,1,1.0,"Nhà đất tại Phường Đức Nhuận, 2.3 tỷ, 1PN — hợp vì vị trí và tầm giá phù hợp.",,template_v1
rs_300002,usr_1001,sess_1001_2,2026-04-20T08:51:41Z,ward_tiered_v3,"nhà ở Phường Đức Nhuận thoáng mát 2pn, bình dân",buy_for_living,affordable,Phường Đức Nhuận,2.4,2,45082533,2,0.577,,,1,2.0,"Nhà đất tại Phường Đức Nhuận, 2.3 tỷ, 1PN — hợp vì vị trí và tầm giá phù hợp.",,template_v1
rs_300002,usr_1001,sess_1001_2,2026-04-20T08:51:41Z,ward_tiered_v3,"nhà ở Phường Đức Nhuận thoáng mát 2pn, bình dân",buy_for_living,affordable,Phường Đức Nhuận,2.4,2,45252566,3,0.501,near_school,,0,,,,
rs_300002,usr_1001,sess_1001_2,2026-04-20T08:51:41Z,ward_tiered_v3,"nhà ở Phường Đức Nhuận thoáng mát 2pn, bình dân",buy_for_living,affordable,Phường Đức Nhuận,2.4,2,45264351,4,0.488,near_school,kids_playground~park,0,,,,
rs_300002,usr_1001,sess_1001_2,2026-04-20T08:51:41Z,ward_tiered_v3,"nhà ở Phường Đức Nhuận thoáng mát 2pn, bình dân",buy_for_living,affordable,Phường Đức Nhuận,2.4,2,45133836,5,0.491,near_school,,0,,,,
rs_300002,usr_1001,sess_1001_2,2026-04-20T08:51:41Z,ward_tiered_v3,"nhà ở Phường Đức Nhuận thoáng mát 2pn, bình dân",buy_for_living,affordable,Phường Đức Nhuận,2.4,2,45207820,6,0.517,near_school,kids_playground~park,0,,,,
rs_300002,usr_1001,sess_1001_2,2026-04-20T08:51:41Z,ward_tiered_v3,"nhà ở Phường Đức Nhuận thoáng mát 2pn, bình dân",buy_for_living,affordable,Phường Đức Nhuận,2.4,2,45242428,7,0.491,near_school,kids_playground~park,0,,,,
rs_300002,usr_1001,sess_1001_2,2026-04-20T08:51:41Z,ward_tiered_v3,"nhà ở Phường Đức Nhuận thoáng mát 2pn, bình dân",buy_for_living,affordable,Phường Đức Nhuận,2.4,2,45224366,8,0.5,near_school,,0,,,,
rs_300002,usr_1001,sess_1001_2,2026-04-20T08:51:41Z,ward_tiered_v3,"nhà ở Phường Đức Nhuận thoáng mát 2pn, bình dân",buy_for_living,affordable,Phường Đức Nhuận,2.4,2,45192385,9,0.498,near_school,,0,,,,
rs_300003,usr_1001,sess_1001_1,2026-01-08T20:37:07Z,ward_tiered_v3,căn hộ Phường Tăng Nhơn Phú rẻ một chút cho gia đình,buy_for_living,affordable,Phường Tăng Nhơn Phú,2.4,2,44531634,0,0.937,near_school|kids_playground,,1,0.0,"Căn hộ tại Phường Tăng Nhơn Phú, 2.75 tỷ, 2PN — hợp vì near_school, kids_playground.",,template_v1
rs_300003,usr_1001,sess_1001_1,2026-01-08T20:37:07Z,ward_tiered_v3,căn hộ Phường Tăng Nhơn Phú rẻ một chút cho gia đình,buy_for_living,affordable,Phường Tăng Nhơn Phú,2.4,2,44796007,1,0.888,near_school|kids_playground,,1,1.0,"Căn hộ tại Phường Tăng Nhơn Phú, 3.15 tỷ, 2PN — hợp vì near_school, kids_playground.",,template_v1
rs_300003,usr_1001,sess_1001_1,2026-01-08T20:37:07Z,ward_tiered_v3,căn hộ Phường Tăng Nhơn Phú rẻ một chút cho gia đình,buy_for_living,affordable,Phường Tăng Nhơn Phú,2.4,2,44422861,2,0.875,near_school|kids_playground,,1,2.0,"Căn hộ tại Phường Tăng Nhơn Phú, 3.19 tỷ, 2PN — hợp vì near_school, kids_playground.",,template_v1
rs_300003,usr_1001,sess_1001_1,2026-01-08T20:37:07Z,ward_tiered_v3,căn hộ Phường Tăng Nhơn Phú rẻ một chút cho gia đình,buy_for_living,affordable,Phường Tăng Nhơn Phú,2.4,2,43349917,3,0.854,near_school|kids_playground,,0,,,,
rs_300003,usr_1001,sess_1001_1,2026-01-08T20:37:07Z,ward_tiered_v3,căn hộ Phường Tăng Nhơn Phú rẻ một chút cho gia đình,buy_for_living,affordable,Phường Tăng Nhơn Phú,2.4,2,43537036,4,0.887,near_school|kids_playground,,0,,,,
rs_300003,usr_1001,sess_1001_1,2026-01-08T20:37:07Z,ward_tiered_v3,căn hộ Phường Tăng Nhơn Phú rẻ một chút cho gia đình,buy_for_living,affordable,Phường Tăng Nhơn Phú,2.4,2,44967290,5,0.851,near_school|kids_playground,,0,,,,
rs_300003,usr_1001,sess_1001_1,2026-01-08T20:37:07Z,ward_tiered_v3,căn hộ Phường Tăng Nhơn Phú rẻ một chút cho gia đình,buy_for_living,affordable,Phường Tăng Nhơn Phú,2.4,2,44626653,6,0.865,near_school|kids_playground,,0,,,,
rs_300003,usr_1001,sess_1001_1,2026-01-08T20:37:07Z,ward_tiered_v3,căn hộ Phường Tăng Nhơn Phú rẻ một chút cho gia đình,buy_for_living,affordable,Phường Tăng Nhơn Phú,2.4,2,44046077,7,0.803,near_school|kids_playground,,0,,,,
rs_300003,usr_1001,sess_1001_1,2026-01-08T20:37:07Z,ward_tiered_v3,căn hộ Phường Tăng Nhơn Phú rẻ một chút cho gia đình,buy_for_living,affordable,Phường Tăng Nhơn Phú,2.4,2,45251894,8,0.497,near_school,,0,,,,
rs_300003,usr_1001,sess_1001_1,2026-01-08T20:37:07Z,ward_tiered_v3,căn hộ Phường Tăng Nhơn Phú rẻ một chút cho gia đình,buy_for_living,affordable,Phường Tăng Nhơn Phú,2.4,2,44953962,9,0.519,near_school,kids_playground~park,0,,,,
rs_300004,usr_1002,sess_1002_1,2026-04-21T08:31:53Z,ward_tiered_v3,tìm căn hộ Phường Long Bình rẻ một chút tiềm năng tăng giá,investment,affordable,Phường Long Bình,3.0,2,45235201,0,0.796,near_school|kids_playground|park,,1,0.0,"Căn hộ tại Phường Long Bình, 2.99 tỷ, 2PN — hợp vì near_school, kids_playground, park.",,template_v1
rs_300004,usr_1002,sess_1002_1,2026-04-21T08:31:53Z,ward_tiered_v3,tìm căn hộ Phường Long Bình rẻ một chút tiềm năng tăng giá,investment,affordable,Phường Long Bình,3.0,2,45266104,1,0.765,near_school|kids_playground|park,,1,1.0,"Căn hộ tại Phường Long Bình, 3.22 tỷ, 2PN — hợp vì near_school, kids_playground, park.",,template_v1
rs_300004,usr_1002,sess_1002_1,2026-04-21T08:31:53Z,ward_tiered_v3,tìm căn hộ Phường Long Bình rẻ một chút tiềm năng tăng giá,investment,affordable,Phường Long Bình,3.0,2,44404468,2,0.762,near_school|kids_playground|park,,1,2.0,"Căn hộ tại Phường Long Bình, 3.39 tỷ, 2PN — hợp vì near_school, kids_playground, park.",,template_v1
rs_300004,usr_1002,sess_1002_1,2026-04-21T08:31:53Z,ward_tiered_v3,tìm căn hộ Phường Long Bình rẻ một chút tiềm năng tăng giá,investment,affordable,Phường Long Bình,3.0,2,43478669,3,0.743,near_school|kids_playground|park,,0,,,,
rs_300004,usr_1002,sess_1002_1,2026-04-21T08:31:53Z,ward_tiered_v3,tìm căn hộ Phường Long Bình rẻ một chút tiềm năng tăng giá,investment,affordable,Phường Long Bình,3.0,2,43715977,4,0.746,near_school|kids_playground|park,,0,,,,
rs_300004,usr_1002,sess_1002_1,2026-04-21T08:31:53Z,ward_tiered_v3,tìm căn hộ Phường Long Bình rẻ một chút tiềm năng tăng giá,investment,affordable,Phường Long Bình,3.0,2,44403119,5,0.752,near_school|park,kids_playground~park,0,,,,
rs_300004,usr_1002,sess_1002_1,2026-04-21T08:31:53Z,ward_tiered_v3,tìm căn hộ Phường Long Bình rẻ một chút tiềm năng tăng giá,investment,affordable,Phường Long Bình,3.0,2,45219182,6,0.727,near_school|park,kids_playground~park,0,,,,
rs_300004,usr_1002,sess_1002_1,2026-04-21T08:31:53Z,ward_tiered_v3,tìm căn hộ Phường Long Bình rẻ một chút tiềm năng tăng giá,investment,affordable,Phường Long Bình,3.0,2,44988313,7,0.751,near_school|park,kids_playground~park,0,,,,
rs_300004,usr_1002,sess_1002_1,2026-04-21T08:31:53Z,ward_tiered_v3,tìm căn hộ Phường Long Bình rẻ một chút tiềm năng tăng giá,investment,affordable,Phường Long Bình,3.0,2,43317425,8,0.732,near_school|park,kids_playground~park,0,,,,
rs_300004,usr_1002,sess_1002_1,2026-04-21T08:31:53Z,ward_tiered_v3,tìm căn hộ Phường Long Bình rẻ một chút tiềm năng tăng giá,investment,affordable,Phường Long Bình,3.0,2,43339881,9,0.713,near_school|park,kids_playground~park,0,,,,
rs_300005,usr_1002,sess_1002_0,2026-02-23T18:02:27Z,ward_tiered_v3,căn hộ Phường Long Bình bình dân cho thuê lại được,investment,affordable,Phường Long Bình,3.0,2,45235201,0,0.825,near_school|kids_playground|park,,1,0.0,"Căn hộ tại Phường Long Bình, 2.99 tỷ, 2PN — hợp vì near_school, kids_playground, park.",,template_v1
rs_300005,usr_1002,sess_1002_0,2026-02-23T18:02:27Z,ward_tiered_v3,căn hộ Phường Long Bình bình dân cho thuê lại được,investment,affordable,Phường Long Bình,3.0,2,45266104,1,0.801,near_school|kids_playground|park,,1,1.0,"Căn hộ tại Phường Long Bình, 3.22 tỷ, 2PN — hợp vì near_school, kids_playground, park.",,template_v1
rs_300005,usr_1002,sess_1002_0,2026-02-23T18:02:27Z,ward_tiered_v3,căn hộ Phường Long Bình bình dân cho thuê lại được,investment,affordable,Phường Long Bình,3.0,2,44404468,2,0.754,near_school|kids_playground|park,,1,2.0,"Căn hộ tại Phường Long Bình, 3.39 tỷ, 2PN — hợp vì near_school, kids_playground, park.",,template_v1
rs_300005,usr_1002,sess_1002_0,2026-02-23T18:02:27Z,ward_tiered_v3,căn hộ Phường Long Bình bình dân cho thuê lại được,investment,affordable,Phường Long Bình,3.0,2,43478669,3,0.778,near_school|kids_playground|park,,0,,,,
rs_300005,usr_1002,sess_1002_0,2026-02-23T18:02:27Z,ward_tiered_v3,căn hộ Phường Long Bình bình dân cho thuê lại được,investment,affordable,Phường Long Bình,3.0,2,43715977,4,0.732,near_school|kids_playground|park,,0,,,,
rs_300005,usr_1002,sess_1002_0,2026-02-23T18:02:27Z,ward_tiered_v3,căn hộ Phường Long Bình bình dân cho thuê lại được,investment,affordable,Phường Long Bình,3.0,2,44403119,5,0.743,near_school|park,kids_playground~park,0,,,,
rs_300005,usr_1002,sess_1002_0,2026-02-23T18:02:27Z,ward_tiered_v3,căn hộ Phường Long Bình bình dân cho thuê lại được,investment,affordable,Phường Long Bình,3.0,2,45219182,6,0.724,near_school|park,kids_playground~park,0,,,,
rs_300005,usr_1002,sess_1002_0,2026-02-23T18:02:27Z,ward_tiered_v3,căn hộ Phường Long Bình bình dân cho thuê lại được,investment,affordable,Phường Long Bình,3.0,2,44988313,7,0.727,near_school|park,kids_playground~park,0,,,,
rs_300005,usr_1002,sess_1002_0,2026-02-23T18:02:27Z,ward_tiered_v3,căn hộ Phường Long Bình bình dân cho thuê lại được,investment,affordable,Phường Long Bình,3.0,2,43317425,8,0.715,near_school|park,kids_playground~park,0,,,,
rs_300005,usr_1002,sess_1002_0,2026-02-23T18:02:27Z,ward_tiered_v3,căn hộ Phường Long Bình bình dân cho thuê lại được,investment,affordable,Phường Long Bình,3.0,2,43339881,9,0.711,near_school|park,kids_playground~park,0,,,,
rs_300006,usr_1003,sess_1003_0,2026-04-20T22:12:38Z,ward_tiered_v3,căn hộ Phường An Khánh rẻ một chút cho vợ chồng mới cưới,buy_for_living,mid_range,Phường An Khánh,5.6,1,45032480,0,0.617,gym,near_bus~near_metro,1,0.0,"Căn hộ tại Phường An Khánh, 5.86 tỷ, 2PN — hợp vì gym.",,template_v1
rs_300006,usr_1003,sess_1003_0,2026-04-20T22:12:38Z,ward_tiered_v3,căn hộ Phường An Khánh rẻ một chút cho vợ chồng mới cưới,buy_for_living,mid_range,Phường An Khánh,5.6,1,45209742,1,0.563,gym,near_bus~near_metro,1,1.0,"Căn hộ tại Phường An Khánh, 6.2 tỷ, 2PN — hợp vì gym.",,template_v1
rs_300006,usr_1003,sess_1003_0,2026-04-20T22:12:38Z,ward_tiered_v3,căn hộ Phường An Khánh rẻ một chút cho vợ chồng mới cưới,buy_for_living,mid_range,Phường An Khánh,5.6,1,45040477,2,0.57,gym,near_bus~near_metro,1,2.0,"Căn hộ tại Phường An Khánh, 6.26 tỷ, 2PN — hợp vì gym.",,template_v1
rs_300006,usr_1003,sess_1003_0,2026-04-20T22:12:38Z,ward_tiered_v3,căn hộ Phường An Khánh rẻ một chút cho vợ chồng mới cưới,buy_for_living,mid_range,Phường An Khánh,5.6,1,45040570,3,0.56,gym,near_bus~near_metro,0,,,,
rs_300006,usr_1003,sess_1003_0,2026-04-20T22:12:38Z,ward_tiered_v3,căn hộ Phường An Khánh rẻ một chút cho vợ chồng mới cưới,buy_for_living,mid_range,Phường An Khánh,5.6,1,43955966,4,0.501,near_bus,,0,,,,
rs_300006,usr_1003,sess_1003_0,2026-04-20T22:12:38Z,ward_tiered_v3,căn hộ Phường An Khánh rẻ một chút cho vợ chồng mới cưới,buy_for_living,mid_range,Phường An Khánh,5.6,1,44137008,5,0.481,,near_bus~near_metro,0,,,,
rs_300006,usr_1003,sess_1003_0,2026-04-20T22:12:38Z,ward_tiered_v3,căn hộ Phường An Khánh rẻ một chút cho vợ chồng mới cưới,buy_for_living,mid_range,Phường An Khánh,5.6,1,45040121,6,0.514,,,0,,,,
rs_300006,usr_1003,sess_1003_0,2026-04-20T22:12:38Z,ward_tiered_v3,căn hộ Phường An Khánh rẻ một chút cho vợ chồng mới cưới,buy_for_living,mid_range,Phường An Khánh,5.6,1,45040159,7,0.448,,,0,,,,
rs_300006,usr_1003,sess_1003_0,2026-04-20T22:12:38Z,ward_tiered_v3,căn hộ Phường An Khánh rẻ một chút cho vợ chồng mới cưới,buy_for_living,mid_range,Phường An Khánh,5.6,1,45040043,8,0.433,,,0,,,,
rs_300006,usr_1003,sess_1003_0,2026-04-20T22:12:38Z,ward_tiered_v3,căn hộ Phường An Khánh rẻ một chút cho vợ chồng mới cưới,buy_for_living,mid_range,Phường An Khánh,5.6,1,44959314,9,0.425,gym,near_bus~near_metro,0,,,,
rs_300007,usr_1003,sess_1003_0,2026-04-06T18:05:06Z,ward_tiered_v3,"cần mua nhà đất 4 phòng ngủ ở Phường Phú Định để ở, giá vừa phải",buy_for_living,mid_range,Phường Phú Định,5.6,1,45169945,0,0.687,,,1,0.0,"Nhà đất tại Phường Phú Định, 4.95 tỷ, 4PN — hợp vì vị trí và tầm giá phù hợp.",,template_v1
rs_300007,usr_1003,sess_1003_0,2026-04-06T18:05:06Z,ward_tiered_v3,"cần mua nhà đất 4 phòng ngủ ở Phường Phú Định để ở, giá vừa phải",buy_for_living,mid_range,Phường Phú Định,5.6,1,43634809,1,0.676,,,1,1.0,"Nhà đất tại Phường Phú Định, 5.45 tỷ, 3PN — hợp vì vị trí và tầm giá phù hợp.",,template_v1
rs_300007,usr_1003,sess_1003_0,2026-04-06T18:05:06Z,ward_tiered_v3,"cần mua nhà đất 4 phòng ngủ ở Phường Phú Định để ở, giá vừa phải",buy_for_living,mid_range,Phường Phú Định,5.6,1,44326273,2,0.68,,,1,2.0,"Nhà đất tại Phường Phú Định, 5.5 tỷ, 4PN — hợp vì vị trí và tầm giá phù hợp.",,template_v1
rs_300007,usr_1003,sess_1003_0,2026-04-06T18:05:06Z,ward_tiered_v3,"cần mua nhà đất 4 phòng ngủ ở Phường Phú Định để ở, giá vừa phải",buy_for_living,mid_range,Phường Phú Định,5.6,1,44819431,3,0.705,,,0,,,,
rs_300007,usr_1003,sess_1003_0,2026-04-06T18:05:06Z,ward_tiered_v3,"cần mua nhà đất 4 phòng ngủ ở Phường Phú Định để ở, giá vừa phải",buy_for_living,mid_range,Phường Phú Định,5.6,1,44996895,4,0.677,,,0,,,,
rs_300007,usr_1003,sess_1003_0,2026-04-06T18:05:06Z,ward_tiered_v3,"cần mua nhà đất 4 phòng ngủ ở Phường Phú Định để ở, giá vừa phải",buy_for_living,mid_range,Phường Phú Định,5.6,1,45237780,5,0.674,,,0,,,,
rs_300007,usr_1003,sess_1003_0,2026-04-06T18:05:06Z,ward_tiered_v3,"cần mua nhà đất 4 phòng ngủ ở Phường Phú Định để ở, giá vừa phải",buy_for_living,mid_range,Phường Phú Định,5.6,1,45154879,6,0.707,,,0,,,,
rs_300007,usr_1003,sess_1003_0,2026-04-06T18:05:06Z,ward_tiered_v3,"cần mua nhà đất 4 phòng ngủ ở Phường Phú Định để ở, giá vừa phải",buy_for_living,mid_range,Phường Phú Định,5.6,1,45099519,7,0.67,,,0,,,,
rs_300007,usr_1003,sess_1003_0,2026-04-06T18:05:06Z,ward_tiered_v3,"cần mua nhà đất 4 phòng ngủ ở Phường Phú Định để ở, giá vừa phải",buy_for_living,mid_range,Phường Phú Định,5.6,1,44492641,8,0.695,,,0,,,,
rs_300007,usr_1003,sess_1003_0,2026-04-06T18:05:06Z,ward_tiered_v3,"cần mua nhà đất 4 phòng ngủ ở Phường Phú Định để ở, giá vừa phải",buy_for_living,mid_range,Phường Phú Định,5.6,1,45085834,9,0.68,,,0,,,,
rs_300008,usr_1004,sess_1004_0,2026-02-18T03:54:03Z,ward_tiered_v3,tìm căn hộ Phường Xuân Hòa giá tốt gần trường học,buy_for_living,affordable,Phường Xuân Hòa,2.4,1,45245632,0,0.704,,,1,0.0,"Căn hộ tại Phường Xuân Hòa, 1.65 tỷ, 1PN — hợp vì vị trí và tầm giá phù hợp.",,template_v1
rs_300008,usr_1004,sess_1004_0,2026-02-18T03:54:03Z,ward_tiered_v3,tìm căn hộ Phường Xuân Hòa giá tốt gần trường học,buy_for_living,affordable,Phường Xuân Hòa,2.4,1,45240205,1,0.686,,,1,1.0,"Căn hộ tại Phường Xuân Hòa, 1.65 tỷ, 1PN — hợp vì vị trí và tầm giá phù hợp.",,template_v1
rs_300008,usr_1004,sess_1004_0,2026-02-18T03:54:03Z,ward_tiered_v3,tìm căn hộ Phường Xuân Hòa giá tốt gần trường học,buy_for_living,affordable,Phường Xuân Hòa,2.4,1,44843130,2,0.682,,,1,2.0,"Căn hộ tại Phường Xuân Hòa, 1.8 tỷ, 1PN — hợp vì vị trí và tầm giá phù hợp.",,template_v1
rs_300008,usr_1004,sess_1004_0,2026-02-18T03:54:03Z,ward_tiered_v3,tìm căn hộ Phường Xuân Hòa giá tốt gần trường học,buy_for_living,affordable,Phường Xuân Hòa,2.4,1,43682719,3,0.304,,sports_court~gym,0,,,,
rs_300008,usr_1004,sess_1004_0,2026-02-18T03:54:03Z,ward_tiered_v3,tìm căn hộ Phường Xuân Hòa giá tốt gần trường học,buy_for_living,affordable,Phường Xuân Hòa,2.4,1,42298790,4,0.11,,,0,,,,
rs_300008,usr_1004,sess_1004_0,2026-02-18T03:54:03Z,ward_tiered_v3,tìm căn hộ Phường Xuân Hòa giá tốt gần trường học,buy_for_living,affordable,Phường Xuân Hòa,2.4,1,44745637,5,0.143,,,0,,,,
rs_300008,usr_1004,sess_1004_0,2026-02-18T03:54:03Z,ward_tiered_v3,tìm căn hộ Phường Xuân Hòa giá tốt gần trường học,buy_for_living,affordable,Phường Xuân Hòa,2.4,1,44745552,6,0.137,,,0,,,,
rs_300008,usr_1004,sess_1004_0,2026-02-18T03:54:03Z,ward_tiered_v3,tìm căn hộ Phường Xuân Hòa giá tốt gần trường học,buy_for_living,affordable,Phường Xuân Hòa,2.4,1,44635188,7,0.144,,,0,,,,
rs_300008,usr_1004,sess_1004_0,2026-02-18T03:54:03Z,ward_tiered_v3,tìm căn hộ Phường Xuân Hòa giá tốt gần trường học,buy_for_living,affordable,Phường Xuân Hòa,2.4,1,44833225,8,0.118,,,0,,,,
rs_300008,usr_1004,sess_1004_0,2026-02-18T03:54:03Z,ward_tiered_v3,tìm căn hộ Phường Xuân Hòa giá tốt gần trường học,buy_for_living,affordable,Phường Xuân Hòa,2.4,1,43578966,9,0.143,,,0,,,,
rs_300009,usr_1004,sess_1004_0,2026-03-07T03:30:03Z,ward_tiered_v3,tìm căn hộ Phường Tân Thuận rẻ một chút gần trường học,buy_for_living,affordable,Phường Tân Thuận,2.4,1,45100589,0,0.379,,,1,0.0,"Căn hộ tại Phường Tân Thuận, 4.3 tỷ, 2PN — hợp vì vị trí và tầm giá phù hợp.",,template_v1
rs_300009,usr_1004,sess_1004_0,2026-03-07T03:30:03Z,ward_tiered_v3,tìm căn hộ Phường Tân Thuận rẻ một chút gần trường học,buy_for_living,affordable,Phường Tân Thuận,2.4,1,45151230,1,0.374,,,1,1.0,"Căn hộ tại Phường Tân Thuận, 4.3 tỷ, 2PN — hợp vì vị trí và tầm giá phù hợp.",,template_v1
rs_300009,usr_1004,sess_1004_0,2026-03-07T03:30:03Z,ward_tiered_v3,tìm căn hộ Phường Tân Thuận rẻ một chút gần trường học,buy_for_living,affordable,Phường Tân Thuận,2.4,1,44335474,2,0.307,,sports_court~gym,1,2.0,"Căn hộ tại Phường Tân Thuận, 6.2 tỷ, 2PN — hợp vì vị trí và tầm giá phù hợp.",,template_v1
rs_300009,usr_1004,sess_1004_0,2026-03-07T03:30:03Z,ward_tiered_v3,tìm căn hộ Phường Tân Thuận rẻ một chút gần trường học,buy_for_living,affordable,Phường Tân Thuận,2.4,1,44346372,3,0.327,,sports_court~gym,0,,,,
