listing_id,popularity
44593015,0.157
45211053,0.0713
44631355,0.2281
45177307,0.1737
44516802,0.1475
44742356,0.0923
45177946,0.2437
40679443,0.0968
44406217,0.4618
44467169,0.1214
45078531,0.5082
45196185,0.2133
44604418,0.2054
45263838,0.2991
44995325,0.149
45163490,0.1309
45079310,0.1711
45226656,0.3914
44756510,0.0505
44713426,0.1816
44716797,0.5356
41315903,0.1352
44435880,0.2808
43533970,0.2334
45025299,0.0948
45128189,0.0399
45050264,0.0472
42218073,0.1102
44895620,0.0273
45212157,0.1158
43863458,0.1516
45039093,0.1604
44284175,0.0228
44960061,0.0951
45204210,0.0933
44648382,0.6706
44970216,0.1097
45189306,0.1962
45204788,0.4975
44870654,0.2796
44786778,0.3228
45260658,0.2715
45207570,0.2637
45254675,0.0177
45156404,0.1918
45194127,0.0311
44999864,0.1161
43284851,0.2844
45245193,0.0366
44259861,0.0933
45056721,0.0393
43182533,0.244
45019432,0.074
44870935,0.0532
44734340,0.8014
44464667,0.5477
44814841,0.3566
44994529,0.2212
45139954,0.0317
43900366,0.0344
45146401,0.0947
44288363,0.4088
45140720,0.1709
45116083,0.3181
44650774,0.3659
45209882,0.0631
45200898,0.1097
45190792,0.057
41316802,0.2445
45109123,0.2579
44910730,0.1454
43578966,0.1993
45199407,0.1829
44638795,0.4101
44538856,0.2107
43693887,0.702
44585453,0.4039
45179131,0.245
45206999,0.0951
44427897,0.0429
45148125,0.3404
42104888,0.0387
44922460,0.0952
43685879,0.2051
45194899,0.6693
45206703,0.1711
44803935,0.3917
44857952,0.5993
44463660,0.0927
45136662,0.1489
43550205,0.151
45151240,0.3738
45117695,0.0384
41340827,0.0417
45007050,0.3712
45245900,0.5136
44416135,0.4154
44781667,0.0944
44717765,0.155
44991295,0.0373
45142630,0.2281
45121026,0.1847
45192385,0.0517
45014857,0.093
45231422,0.038
45186485,0.0861
45211193,0.3851
44900702,0.308
45072202,0.2076
45246152,0.4053
44891235,0.084
44815299,0.3508
44596070,0.1446
45256250,0.9953
44200150,0.2068
45213093,0.3414
44652093,0.4517
45245534,0.5122
44127342,0.5015
45066544,0.3655
44796007,0.6598
45240822,0.048
43492362,0.2782
45043691,0.3811
45202146,0.0557
45157460,0.1588
45165437,0.5102
45205679,0.1483
45007922,0.0898
45148583,0.1711
45181392,0.1916
44866587,0.2211
45057882,0.0393
43548457,0.171
43552729,0.039
44986524,0.4291
45109121,0.6359
44755959,0.1847
45224513,0.0423
44585936,0.2483
44466821,0.1309
43959995,0.2029
45185315,0.0709
43768536,0.3803
44059221,0.2203
44117018,0.0482
43713934,0.0951
45180580,0.2579
44620918,0.0437
45005416,0.1308
45174425,0.4534
45261209,0.1918
45200970,0.0569
45221695,0.4742
45260967,0.2429
44872978,0.029
44623266,0.253
44632413,0.3204
45207606,0.1547
44709669,0.6678
45219725,0.6064
44779145,0.316
45214659,0.3411
45237880,0.1337
43238341,0.2751
45147770,0.0417
44960303,0.0969
45253524,0.2399
45225926,0.1639
44932665,0.07
45038070,0.2725
43725380,0.3181
45102762,0.0399
44773068,0.1909
42806581,0.2239
45147655,0.0449
44734124,0.3148
44282818,0.0431
45107518,0.0525
44454746,0.2318
44753361,0.2573
45143221,0.7173
43530901,0.1513
44899680,0.0387
44991650,0.0801
44523302,0.0577
45231927,0.5055
45061258,0.1448
45161751,0.2083
44233616,0.3179
45083827,0.0716
45211803,0.0323
44041170,0.31
45209835,0.1424
44870671,0.3784
45158517,0.272
44987007,0.1513
45240961,0.0494
44186833,0.1485
45210622,0.5196
45265868,0.3248
45255230,0.209
45253417,0.1477
45213303,0.2735
43115714,0.3493
44880023,0.0792
43537623,0.5826
45222094,0.2251
45073001,0.8273
44495738,0.3783
44841772,0.5795
45228435,0.4442
44984143,0.0425
45247724,0.0441
45037091,0.0504
44264563,0.0453
44992813,0.1996
45197594,0.0969
43851729,0.2133
45217838,0.8099
44653498,0.2798
45232601,0.667
44156256,0.1278
45160758,0.0334
44712145,0.057
45060455,0.2579
45216200,0.1583
45212351,0.2311
45088221,0.1522
45004726,0.1939
44957857,0.1383
44023941,0.7208
44864723,0.4125
45187377,0.2956
45048496,0.0939
44993942,0.1575
45260759,0.233
45231197,0.2552
45215745,0.0774
45170744,0.1952
45214116,0.5205
45152520,0.4015
45100513,0.4531
44864665,0.1291
42850213,0.0876
45156251,0.2074
45246753,0.0311
44202944,0.0832
45195316,0.1492
45183034,0.2692
44643381,0.1711
44496308,0.1231
44706860,0.0353
44606125,0.1359
45060924,0.2606
45199308,0.0518
45102993,0.2309
43788665,0.2567
45149696,0.0891
44329060,0.0575
44897529,0.2917
44757276,0.038
43158878,0.0943
44925710,0.0455
44977592,0.1982
44953675,0.2171
45262776,0.4032
45236705,0.1468
44290256,0.2734
45237772,0.233
44818877,0.0393
45186361,0.2608
45257711,0.1847
44273779,0.0402
45125181,0.1264
45241403,0.1532
44961052,0.1111
44770103,0.6311
45223899,0.1774
44039083,0.1379
43821501,0.0447
45104177,0.0794
44407311,0.3126
45228090,0.2143
45222624,0.1088
44733927,0.0358
44389301,0.167
45056608,0.0891
45038437,0.1116
45186272,0.0797
45229471,0.044
43015737,0.3351
45133173,0.2311
45060998,0.3103
45242353,0.0373
44957970,0.3225
44810236,0.0812
45206785,0.2078
45229457,0.2639
44957835,0.0825
45203010,0.0727
42159430,0.0477
44935288,0.1095
45112027,0.0755
44959037,0.0867
45186326,0.0555
44954044,0.494
43797634,0.185
45053777,0.1151
44936128,0.0817
41010971,0.408
43931812,0.071
45159575,0.1022
41321808,0.3432
44382702,0.0405
44939017,0.1266
45054518,0.2511
45250288,0.277
43652465,0.171
44979694,0.174
43247491,0.5593
44851825,0.1091
45175379,0.1671
42513639,0.3293
45195893,0.2515
43605274,0.1477
45240090,0.4688
44130060,0.2737
45236207,0.1924
44531779,0.044
44568353,0.1912
45089167,0.2397
45050074,0.2276
44018090,0.1407
45181467,0.1002
36834013,0.4229
45088361,0.042
44487371,0.1468
44101006,0.633
44558909,0.1239
43531387,0.2763
44784242,0.1664
44107369,0.3797
45019081,0.039
45140813,0.1942
44673808,0.5074
44216029,0.0524
43716412,0.038
44783081,0.2632
44995879,0.0873
45171934,0.2638
45153043,0.2639
45209742,0.0469
45088744,0.0228
45100152,0.4183
44488372,0.0919
45071879,0.057
45176664,0.1766
44066039,0.2166
45189911,0.0273
44887265,0.3921
45204163,0.1319
43572439,0.2728
44596902,0.057
44050394,0.5531
45241889,0.1728
45114495,0.3047
45250342,0.1288
45040477,0.0871
45217976,0.2014
44620331,0.2622
45236404,0.1141
45211035,0.1336
44889916,0.1833
44629805,0.0896
43874379,0.0597
44976878,0.3962
45197430,0.243
44994534,0.0936
45259507,0.0455
44652527,0.0425
44823332,0.307
45196514,0.2384
45021961,0.4435
45124613,0.3282
45180487,0.1651
43220620,0.1937
45111527,0.2295
45166768,0.8339
44635188,0.2578
44965051,0.0415
44992654,0.0701
44432789,0.2588
44604328,0.0622
44798297,0.2849
44973308,0.1379
45181110,0.3154
45197650,0.3328
45199130,0.1828
45210408,0.3262
45146331,0.3837
44140279,0.2457
42962075,0.2415
44793585,0.1981
45209086,0.1438
45229849,0.1435
45146010,0.2198
43228481,0.2869
41019599,0.0951
45207563,0.0902
44397902,0.0417
43829084,0.0538
44994010,0.2913
45260350,0.0898
44945736,0.642
45019732,0.1002
45027406,0.1721
45100628,0.578
44870565,0.587
44634511,0.408
45039548,0.0906
41753098,0.0789
45203198,0.0719
45108824,0.0466
45138363,0.1043
45136321,0.202
45255392,0.4569
42539528,0.2534
45188014,0.0353
45135899,0.183
45170988,0.0348
45185949,0.057
44006156,0.2407
44784446,0.4211
45223173,0.2382
45125907,0.1292
44766246,0.2707
44694604,0.13
44432931,0.3641
45138226,0.3074
44582802,0.308
45232873,0.0916
45237270,0.1151
44224180,0.404
44708079,0.1746
45267067,0.4344
44690439,0.2222
44156207,0.0873
45158802,0.041
45222670,0.18
43211541,0.3727
44617962,0.3905
43553145,0.239
44927823,0.1556
44819431,0.2049
44066576,0.1238
44668641,0.0241
45164575,0.2266
45242724,0.3558
41078865,0.1197
45261487,0.1494
44870124,0.0425
44800993,0.1589
43598350,0.1272
45209379,0.2603
44438384,0.5031
45197649,0.1864
45189623,0.4884
45235201,0.188
44909045,0.0377
45220098,0.1331
45191212,0.2066
44345057,0.1108
45162235,0.1623
44570832,0.2118
44989845,0.0474
43535889,0.0848
43684389,0.0384
45265683,0.0724
44751866,0.1914
44026736,0.0833
43161586,0.1717
44222729,0.2423
45023942,0.4813
45000100,0.1864
44593731,0.106
44950030,0.4319
45104556,0.3882
43357553,0.0453
45235999,0.3344
45199676,0.0334
37178168,0.2199
44107433,0.216
44559172,0.037
44974281,0.153
44970036,0.2312
45066979,0.1916
45101382,0.0789
45209045,0.2277
45095425,0.1774
45197820,0.2629
44907090,0.2024
44852119,0.1389
45144385,0.4772
45197810,0.594
45264187,0.1712
44849133,0.3681
45184381,0.057
44935139,0.2239
44493837,0.1542
44691569,0.0396
45236592,0.1912
43927551,0.0857
44729361,0.056
45213268,0.057
45242428,0.1206
44233647,0.314
45186265,0.4733
44890363,0.1053
44934807,0.057
45202069,0.1813
44431816,0.0344
45240798,0.2013
44962221,0.2636
44390177,0.6171
45075879,0.2259
45265897,0.0329
45025478,0.0525
44932111,0.0441
45269471,0.1485
44644396,0.1506
45187396,0.1696
43955966,0.2061
44899155,0.1597
45071789,0.029
45201332,0.4344
44997313,0.1556
45205934,0.037
45194358,0.26
45196346,0.2883
44041264,0.4673
44779505,0.1161
45155376,0.4425
44139929,0.1328
43919030,0.8191
44837428,0.0882
45220203,0.1928
44854473,0.1676
45253348,0.5733
44626301,0.0344
44723041,0.0228
45180731,0.0348
45016136,0.1559
45246980,0.1384
45102937,0.1938
44119364,0.193
44902020,0.0402
45207951,0.1653
43406083,0.3203
45107836,0.0518
45206360,0.0846
45099707,0.3193
45257511,0.0253
45249483,0.0396
45221402,0.2645
45140536,0.0509
45158046,0.2142
45183992,0.31
45075183,0.2461
44574182,0.1578
45229939,0.062
43928437,0.1723
45127270,0.3273
44714166,0.0387
45139191,0.1711
43899935,0.1609
44830541,0.1539
44049981,0.3422
44482148,0.1935
45190237,0.1671
45096630,0.2796
43614651,0.2494
43317425,0.3935
44867301,0.321
44477523,0.0986
44391654,0.0879
45210106,0.0544
43716231,0.4006
44905121,0.2729
44418456,0.2076
45071367,0.0841
45104283,0.1993
44484378,0.2401
44526452,0.1432
45024824,0.1885
45086865,0.3176
44751278,0.0353
45138082,0.2564
43572792,0.2449
44729161,0.1964
45240240,0.226
45101997,0.2047
44421523,0.1286
44999155,0.2143
45229877,0.1403
45197120,0.1389
44963713,0.2607
44797709,0.2746
44971187,0.3954
43880424,0.2852
45154879,0.0537
45211234,0.2654
44834862,0.1151
45219753,0.3141
44888200,0.0304
45267976,0.1448
41685836,0.0358
44628735,0.0921
43605941,0.057
44767648,0.1711
45135598,0.0329
45133822,0.1503
45100155,0.1363
45211836,0.042
45064811,0.3132
45028711,0.2402
45075295,0.1689
45235509,0.4194
45186794,0.2048
45252025,0.5092
39124630,0.0451
43349917,0.1907
45173672,0.2195
44996895,0.1799
45196467,0.1787
44400338,0.1751
44053901,0.0464
37920615,0.0681
44737883,0.3134
45010170,0.5328
43588872,0.1417
44597730,0.1806
45241974,0.0725
45197229,0.0921
45021271,0.3274
45088101,0.0387
45101930,0.1214
45159337,0.0947
44837259,0.0348
45041250,0.1841
45189967,0.1251
45013698,0.1378
45234494,0.2634
44959314,0.0407
44341133,0.042
44456711,0.0951
44967290,0.5394
45040121,0.057
45240363,0.057
42188831,0.1179
44026617,0.2735
44594476,0.0329
45234835,0.2993
45141560,0.1939
45266627,0.2369
44893598,0.2898
45015767,0.5638
45242102,0.123
44177616,0.3499
45085252,0.113
45169295,0.2376
44390382,0.2157
43504875,0.3285
44914549,0.0714
45156507,0.1845
44555827,0.0899
45216684,0.2114
45102022,0.0177
44754807,0.0659
45244632,0.1408
42587414,0.0344
44827098,0.1652
45157792,0.0975
44887604,0.309
44094490,0.0437
44684469,0.2281
45253098,0.3461
45151591,0.6935
45207388,0.0405
40950675,0.2329
44242335,0.4033
45240745,0.5199
45025864,0.2879
45179775,0.2226
43552850,0.0402
45074990,0.1801
44963403,0.1032
41866409,0.1438
44984569,0.1018
45004927,0.0263
45157388,0.0366
44494201,0.1566
45237194,0.0317
44960320,0.0759
44046412,0.1336
44948688,0.1764
40990762,0.5629
44857911,0.3144
45032566,0.2431
44908022,0.0502
45055698,0.2569
44956234,0.0919
45037120,0.3122
44913725,0.2144
44285831,0.2124
43832511,0.0986
45103700,0.0486
45039157,0.849
45201395,0.0402
44806114,0.4039
45203517,0.2454
44869380,0.0241
45114829,0.1108
44014133,0.2744
40970351,0.0531
44506557,0.049
45205027,0.0377
44718891,0.0334
43903476,0.0407
44102522,0.057
44932247,0.0502
44186994,0.285
43899485,0.2636
45095398,0.0948
45222811,0.3832
45105255,0.3371
45124350,0.0711
45129561,0.0213
44847526,0.3685
45238048,0.3091
45198154,0.0451
44900791,0.164
45171910,0.1185
44490870,0.0415
45184650,0.2574
45237139,0.1206
45124968,0.173
45255987,0.3861
44420531,0.4285
45106540,0.1043
45132364,0.041
44813625,0.2913
45050974,0.0373
45076045,0.2264
45171095,0.22
45241057,0.1711
45149886,0.1028
42991175,0.2245
44475272,0.2852
44738155,0.041
44574462,0.2265
45232770,0.5722
45215285,0.2346
45046696,0.0943
43839734,0.1046
44915233,0.1884
44419047,0.1353
44646439,0.0509
45191822,0.3577
44845891,0.0568
45266104,0.1626
45161542,0.057
45250648,0.0786
44532538,0.2832
44905888,0.1766
44506594,0.3969
43999966,0.2136
45187744,0.0485
44952277,0.057
45019799,0.0425
42379055,0.1419
45052937,0.3426
44566729,0.057
45263200,0.0413
44886746,0.147
45209430,0.1884
45205916,0.0853
44979748,0.057
44568685,0.1872
43786316,0.2281
45253260,0.1808
45176118,0.0562
44894510,0.0845
42599412,0.0943
44891727,0.0488
45093839,0.0425
44482077,0.057
42972398,0.2167
44441867,0.0329
42418438,0.2219
45016734,0.2281
45156885,0.3878
44713249,0.1866
45085092,0.3923
45069226,0.1005
44607260,0.1159
44816274,0.0177
44077990,0.2783
44746209,0.0794
44833424,0.2501
44693702,0.042
45112753,0.2728
44059695,0.2405
45028627,0.2259
45002768,0.0958
45211549,0.4379
44881140,0.321
45183885,0.2233
45128056,0.2985
43377676,0.1711
45174323,0.0887
45004644,0.4216
44974004,0.3544
45139928,0.3332
44704691,0.0413
45197258,0.0514
44732090,0.0559
43398089,0.1522
44462542,0.0491
45218089,0.0445
40503409,0.0358
44602658,0.037
45106450,0.1214
45228388,0.0842
45216538,0.0568
44882777,0.0501
43478669,0.0852
45114950,0.164
44640984,0.1148
45204859,0.2266
43873781,0.2125
43797911,0.1227
45104084,0.2532
45026350,0.1442
45177740,0.5196
44873591,0.2159
44872041,0.0902
45054822,0.2753
45085966,0.5232
45224284,0.3156
44714707,0.2127
45119799,0.2227
44738732,0.057
44873106,0.2322
43376549,0.3868
44146411,0.0429
43146761,0.3563
45065182,0.3163
45244754,0.0497
45261561,0.1814
45256231,0.4015
43829753,0.0297
44286055,0.2013
45055915,0.0344
45067704,0.0253
45157943,0.2641
44742848,0.2923
45011708,0.1474
45093729,0.1502
44932544,0.4028
44418681,0.0441
44878181,0.2699
45201565,0.1648
45202785,0.057
45072572,0.113
45246198,0.2194
45222316,0.1774
45224328,0.1727
45239181,0.2168
45226611,0.1055
40194916,0.2333
45007611,0.038
45067608,0.222
44235703,0.0402
45248570,0.2895
45148629,0.6952
44998978,0.046
44723700,0.1929
45151403,0.2146
43286721,0.2008
44962461,0.0449
45140183,0.3099
45155867,0.0228
45074461,0.2016
44693153,0.0429
44653985,0.0526
45150652,0.0929
45264249,0.1421
45082887,0.284
42434242,0.0353
44621627,0.1454
45125863,0.0553
45189213,0.0806
45232672,0.2057
40340780,0.1097
45132003,0.4675
44732236,0.0456
44969367,0.4364
44134283,0.1711
45089787,0.5141
44532561,0.19
45197239,0.0358
45082533,0.3647
45088499,0.1274
45221343,0.2492
44427635,0.1747
45261902,0.1818
45204741,0.2022
45158901,0.0759
45246430,0.0945
45158022,0.1253
42886620,0.2536
44309039,0.2024
45223466,0.0495
45200445,0.0228
43377808,0.168
45018689,0.3882
45084852,0.3769
45178935,0.0393
42666931,0.1045
44848669,0.2225
43400223,0.0518
44823393,0.093
45194190,0.0241
45095939,0.2827
44442368,0.0344
44965275,0.2617
45113000,0.4164
44141551,0.0933
44397207,0.0353
44845982,0.158
45025943,0.2443
45081886,0.1977
45207948,0.2434
45155379,0.0431
45164175,0.1886
44901153,0.0366
43284841,0.0836
44290797,0.2819
44687019,0.0429
44210067,0.1108
44756981,0.1824
44888767,0.0263
44629864,0.1972
45186557,0.0423
43152347,0.0393
45229038,0.0963
44854998,0.0329
45006538,0.2644
45163698,0.1964
44695109,0.0485
44640570,0.3412
44477502,0.3399
41851869,0.2554
45257289,0.063
45184928,0.0253
45186848,0.145
45090864,0.057
44564031,0.2867
45265219,0.0853
45148623,0.1563
44482740,0.0653
44612137,0.2376
45267208,0.201
45118111,0.1072
43698090,0.0353
45263608,0.2719
43411719,0.057
44040604,0.0358
45160970,0.4594
44732057,0.2597
44986327,0.0358
44655376,0.2167
45061609,0.1425
45138441,0.1602
44634121,0.0449
45207627,0.1294
39078021,0.1355
44048727,0.1268
44851752,0.1711
44832555,0.1032
45158225,0.3229
45222510,0.2007
45238719,0.3335
45054515,0.091
45183463,0.057
45231990,0.2612
44925166,0.1573
45236270,0.3679
45005046,0.1149
45178416,0.1996
44773630,0.0373
44558312,0.4825
44995126,0.0854
45234228,0.1711
44994255,0.3066
42034419,0.4929
45206352,0.0501
40484691,0.2852
45226878,0.0472
45144302,0.057
45110527,0.1538
44907913,0.2198
44356263,0.3645
45046256,0.386
44531634,0.3196
44635046,0.3675
44727477,0.143
44550792,0.0455
44502536,0.117
45160107,0.0311
45072577,0.0423
45150817,0.1544
45244476,0.088
44426090,0.0377
45116577,0.5094
45126351,0.0468
45197397,0.0871
44988313,0.0899
45084065,0.4897
45205298,0.2808
44488972,0.2086
45178962,0.3159
44624881,0.0366
45193938,0.0637
45266517,0.2117
44623799,0.0384
43693290,0.0427
45084742,0.2827
44945981,0.2438
44843831,0.0764
44766282,0.0393
